cleaned_text,label
i hate myself for bein so nice to these hoes bro. ..,toxic
so apparently  likes takin pictures when hes eatin pussy;;,toxic
tierra marie im the princess of the roc rihanna yall get a good pic cause this bitch aint gone be here long,toxic
"rick scott beating win number in 30 counties, charlie crist in 13.",normal
waterproof lab coat in case i drown in the pussy,toxic
i hate when people leave their trash in my car.,toxic
"jammin these sad songs, smoking squares thinking bout bitches... lmfao",toxic
"in the me, the crow would eat the bear mt  obviously not in the me mt  bear saves drowning crow  an;",normal
and black women need to stop referring to themselves and other sisters as hoes and bitches..... it really aint a good look;,toxic
i love them stripper bitches,toxic
happy birthday cotton picker lol,normal
bitch you got too many teeth in your mouth,toxic
"fuck me or ill make you feel bad about it. but if you fuck other guys, ill call you a hoe. and if you fuck me, ill thi;",toxic
oops! i didnt mean to tweet this yes i did.  dvring is a bitch.,toxic
my signature whitebitch move is profusely apologizing for being late with a full starbucks cup in hand.,toxic
right now newscenter 5 projecting charlie baker will be govelect by a razor thin margin,normal
a lot of ppl look at me like who the fuck does this bitch think she is.... ms. goldschmied to you,toxic
dont be mad at me for telling facts be embarrassed at urself for acting like a bitch,toxic
go die in a hole bitches ;,toxic
happy birthday to the nicest faggot ever ;,toxic
no bitch i wanna roll a fucking blunt,toxic
if you cant pass the asvab you might as well just go full retard,toxic
"i dont have time for these childish games, just fight me bitch.",toxic
my nig,toxic
called charlie baker to concede around 815 this morning. she plans to address supporters at 11am.,normal
i saw a girl scratch her private today.. what that mean?; dont fuck her right in the pussy; lmaoooo,toxic
new bus stop. guy across the street is yelling and doing david lee roth kicks at swooping crows. i should learn karate.,normal
ima start a fuck buddies to save lives program. lol match some dry bitter ass folks up wit some good dick or pussy.,toxic
juice should have been dead his bitch ass!,toxic
i think zlatan even has class in the way he talks trash,normal
"in the 26 bitch we prolly hit the same bitch, in the 26 bitch we gone bang the same shit, in the 26 bitch we prollu hit;",toxic
but ive made some hoes second guess themselves lol,toxic
i really hate skyler like shes loaning money and its not even hers like bitch wtf,toxic
lol bitches act hard when they stay getting they ass beat ;;;,toxic
just hit it pussy,toxic
bitch. we could have went to als. but noooooooo. ;;;;;;;;;;;;;;;;;;;,toxic
omg youre a nigger.,toxic
hes trash rt  too early to call austin rivers a draft bust ?,normal
thewhite coward is pussy,toxic
came to training camp today to find charlie batch asleep on the curb...,normal
rt  gave her that move it lil nigger push smh..,toxic
when she says she not a hoe,toxic
crew of women hillbillies and gangsters wthe director     ;;;;,normal
this nigguh chris paul,toxic
im the coolest bitch ;,toxic
follow my dog.. he has over 17k bitches rt  i made a golden retriever my bitch today at the park.  ...,toxic
rt if you pledge allegiance to the pussy,toxic
"if a guy ever called me names such as bitch, slut blah blah. id never ever think twice about being with him. like fuck you i;",toxic
nah nigga you blowin dick  smoking that exotic bitch blowin os,toxic
i fucked yo bitch dont get mad its nothing new i fuck everybodys bitch,toxic
i smashed her an dat pussy was wet ;,toxic
might see a bitch an forget i hit it,toxic
woke up tryna fuck yo bitch,toxic
bitch get off twitter and text me back i love u,toxic
we dont love these hoes,toxic
had to wash the bird shit off of my broom...disgusting creatures.,toxic
"to the rejects who constantly call my house and are threatening to rape my mom, karmas a bitch. rot in hell, faggots.",toxic
how bad u want something is meaningless if how bad youre willing to work for the thing u want isnt 10xs as intense as ho;,normal
"in herkenbaar hesje in je eigen buurt. pleit er al jaren voor. weet hoe bevreesd ik er ooit voor was, dak er te wer;",normal
pours out 40 for the bitches that do hair and makeup every single day,toxic
dorks are fucking bitchmagnets. sorry.,toxic
my personality test results basically say bitch you is crazy.,toxic
a female cock block is called a clam jam.,toxic
"fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho;",normal
"pigs drink up to 14 gallons of water every day, but they still arent as thirsty as some of you hoes.",toxic
pink albino dolphins are extremely rare but do exist in the wild.,normal
jimmy and s twoman doowop performance just went live on youtube!   htt;,normal
stoner chicks gt; drunk hoes,toxic
"can kids say much when their parents pay for everything? rt  if he paying every bill, i cant complain abo;",normal
them hoes aint solid ; i laugh so hard when females be all in my dms but they have a avi picture with the;,toxic
dont no real bitch want no soft nigga..,toxic
these hoes aint loyal.,toxic
my ex bitch keep tryna be my next bitch.. when she called me tha other day i told her give it a rest bitch,toxic
"bitch, ya betta! haha i care for too love!",toxic
"i convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock;",toxic
fuck michigan too many wanna be thugs. if you ask me yall pussy. im out this bitch next year,toxic
you dont know where your boyfriend is at on a saturday night? lol he fucking other bitches thats where hes at,toxic
niggas want a virgin porn star and bitches want a dangerous safe nigga.,toxic
dont watch me you beta watch your bitch nigga!,toxic
fifty bucks says a dense cunt thinks i say totes on the reg and unfollows bc i said cheerleader. countdo;,toxic
"i spent my whole fucking life apologizing for not being enough. you cant cut, nip, fuck, booze or drug the inadequacy out;",toxic
yankees acquire chase headley from the padres for yangervis solarte and rafael depaula.,normal
"you dont want to get treated like a ho, stop dressing like one if you want to stop getting treated like a thug.....;",toxic
youre such a bitch  me,toxic
"not today, bitch. not today rt   soooo ur a black feminist. u do know how pointless that i;",toxic
lol at my mentions  liberal1 youre a racist bitch liberal2 yeah kill all whites liberal1 is white liberal1 not;,toxic
liberals threaten my life everyday on here. so dont mind me while im a total jackass to their butt hurt pussies right ;,toxic
"the looters in  are so retarded, that they risk arrest to get free food when ebt already pays for their food lo;",toxic
you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr;,toxic
ppl quick 2 bitch about what somebody aint did for em when 9 times outta 10 they aint did shit for that person,toxic
pau a hoe. how u gon play after the trade deadline; i dislike that guy. yea he helped bring two chips but he soft a;,toxic
she curved regular niggas daily. especially us austin niggas. damn yellow ppl ;,toxic
"i dont trust nobody.;; these bitches fake. ;; these niggas faker. ;;  so its not fuck yall, id rather just not fuck wi;",toxic
"a penis lives a sad life his hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ...",toxic
resisting the urge to smack a bitch,toxic
bruh this bitch is possessed by the thot demon,toxic
she used her hair to throw her then kicked her in the head then called her a bitch ;;,toxic
that son of a bitch moment when youre walking around the house with socks on and step on a random wet spot...,toxic
"wow, he basically just told his daughter i want some mocha colored grandbabies!",normal
"statistics dont lie, if you like gun control youre a queer guy.",toxic
"true i need to sleep to make them gainz bruh!! so all the hoes stay mirin ;p  alright, later;",toxic
white girls that talk ghettolt;lt;lt; youre not cute;,toxic
girls with anchor tats are hoes,toxic
i look in the mirror and see a pussy ass bitch that sits down when he pees.,toxic
shes a sapiosexual. i had a jimmy neutron brain blast. showed her im an intellectual and put the pussy on the chainwax.,toxic
if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,toxic
distance is a fucking bitch.,toxic
big booty hoe,toxic
"yeah,  definitely arent finishing 4th in division. not this year bitches.",toxic
robin thicke doing too much to get paula back. that pussy had to have been ;1;.,toxic
i havent had cable at my crib in a year i dont give a damn bout a tv show like hoes n hip hop,toxic
"man yall hoes gotta chill with this going natural bullshit, its only a few who can actually pull it off but the rest ;",toxic
when i saw men saying arguing with women is gay...whats when i knew yall really try hard for bitches attention who don;,toxic
random hoe so i heard.. me,toxic
i think the clips and thunder wouldve gave the heat a good as well...the east is just trash,normal
oreo cheesecake bites.,normal
deep fried oreos ;;; .,normal
oreo drumstick!,normal
oreo ice cream.,normal
ultimate chocolate chip cookie n oreo fudge brownie bar,normal
oreo cake,normal
oreo ice cream cake,normal
the nerve of these bitches in champaign,toxic
these hoes aint loyal,toxic
"52 of the worlds mammals, birds, reptiles, amphibians and fish vanished between 1970 and 2010",normal
a relationship is for 2 ; . . but you know some of you hoes dont know how to count ;;,toxic
today at 10am; bitch do your hw!,toxic
projects that wyoming senator mike enzi will defeat democratic challenger charlie hardy.,normal
"instagram, the only place you can find thirsty hoes and connects at the same time",toxic
every frat should have gay brothers because they pull hella fine bitches to your parties  sigma alpha epsilon,toxic
eatin the pussy right and she push you off gt;gt;gt;,toxic
lets go pick up dat bitch she only 10 dollars lol hml brogod,toxic
its cold as penguin pussy.,toxic
how can anyone hate charlie sheen,normal
niggas be waiting for these light skin bitches to respond to a dm like ...,toxic
this is what happens when niggas gas up ugly bitches,toxic
"shawty fine, breath stank...; do da heisman on dat hoe ;",toxic
my bad bro dem hoes heat tho ;;;,toxic
why i was bouta grab dem hoes yeterday outta hook ups ;,toxic
fuck bitches...get money,toxic
some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? ;;;,toxic
that black pussy have nigga sayin anything,toxic
can you cunts go 20 seconds without talking about weed,toxic
the goto insult is always to call someone 1. fat 2. ugly or 3. a hoe,toxic
"if you dont text me first, we dont text at all thats why youre lonely and single, you stupid bitch.",toxic
"you curse too much bitch you breathe too much, shut the fuck up",toxic
"i miss my bf well, i miss limewire... sooo shut the fuck up, you whiny bitch",toxic
"first i charge my phone, then i text your bitch",toxic
hoes will be hoes.,toxic
how bitches be when soccer players take their shirt off..,toxic
"if i got something to say to you, ill  you, until then, dont be concerned about my tweets, bitch.",toxic
"if i had 400 and my girl had 0, i would have 400 and be single bc i dnt fuck with broke bitches. get your money up.",toxic
"if ive ever offended you, im sorry.. . . . . . . . . . . that youre a sensitive lil bitch.",toxic
"if ive offended you, im very sorry that youre a lil bitch with no sense of humor.",toxic
its annoying as hell when girls tweet about bae all day. we dont give a fuck bitch. bae is somewhere cheating ri;,toxic
these 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. im done with ;,toxic
todays horoscope  youre still a hoe that is all. have a nice day,normal
"bitches will argue with you for 30 mins and then be like you know what, i aint gonna argue with you bitch what???",toxic
bitches with no tits or ass dont even get a hug from me... youre one of the boys now.. you get a handshake.,toxic
i dont give a fuck what my ex is doing... bitch isnt my problem anymore,toxic
"im not rude, most people are just sensitive little bitches",toxic
rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,toxic
when bitches talk about their bf 247,toxic
bitch doing a keg stand at this party,toxic
ok seriously fuck the people who slam on their breaks when the light turns yellow. floor that shit bitch,toxic
i bet i hit that bitch.. like a game winner,toxic
niggas! stop giving these hoes attention! how about retweeting true beauty instead of retweeting these half naked mf.,toxic
being a hoe is a talent. das why girls put booking info in they bio when they get 5k followers,toxic
one time me and this blind bitch was watching a movie,toxic
i saw the xxx but i just thought she was a hoe,toxic
niggas madd gay rt  teachers giving niggas pussy and they snitching. incredible,toxic
maury 70 years old still exposing hoes,toxic
i wanna sleep but im outside with this nigger lol trying to hang him,toxic
heard you was talkin trash like i wouldnt find out,normal
"o didnt know?!? sure, hes a little bitch. valerie jarrett on the other hand, you betcha. that guy knows eve;",toxic
well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho;,toxic
chile im taking greyhound everywhere from now on. yo hoes and bout to fly me into no building or fly me over the bermuda ;,toxic
i have not watched part 2 of the reunion. im so over them hoes. i dont even care,toxic
"if you can barely walk in your heels or your dress, bitch you are trying to hard",toxic
teenagers have got to be the most disrespectful sons of bitches ever! i commend all parents. its not an easy job,toxic
i hope i made these pot brownies right,normal
"if your tweets have never offended anyone, then you tweet like a little bitch.",toxic
please win it all this year,normal
when rednecks fool around with the aux cord,normal
ugly people taken ;  nerds taken ;  hoes taken ;  everybody taken ;  me ;,toxic
he really put side bitch contract ;;,toxic
lmao i hate that hoe already ;,toxic
lmfao bitch got my phone,toxic
niggas develop superpowers when it comes to getting some pussy,toxic
these 5th grade hoes aint loyal,toxic
when u start realizing that bae is a hoe,toxic
when you get twerk from the thickest bitch in the room,toxic
white trash warfare pt 3  ;;;,toxic
bitches be like im a virgin,toxic
bitches in middle school be like,toxic
how to get unlimited pussy in high school,toxic
pussy ass nigga,toxic
rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,toxic
this bitch at the mall shaped like mr. incredible,toxic
"this the i play soccer, cheat on girls, and wear khaki coloured cargos haircut",normal
halloween use to be a holiday for kids. it is now national dress like your inner hoe day.,toxic
"i hope a bird shits on your face, bitch.",toxic
you;re a bitch; that;s new information thanks,toxic
irrelevant people talk so much shit like who the fuck are you bitch,toxic
when bae turns out to be a hoe,toxic
"turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow ;",toxic
this bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,toxic
"ladies, if your pussy sounds like this please hit my dms. i need you for a science project ;",toxic
her shitty booty ass talm about its a prep rally. how bitch how? what yall preparing for? ;;;,toxic
dat nigga lame bro he unfollowed me like a bitch,toxic
boss niggas fuk wit boss bitches vice versa..,toxic
im a get money nigga so da hoes love me,toxic
if u wife a bitch den she represent u...so dnt wife da wrong bitch,toxic
if more den 5 niggas can say dey fuked yo bitch u shuldnt be cuffin her ;;;,toxic
lame bitches always wanna try 2 play a real nigga like a lame bitch das how u get treated n cut loose;,toxic
oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,toxic
"you tell me im beautiful, like you tell every other bitch. come on sir.",toxic
stevie j turned a hoe ;into a housewife;;; and nikko turned a housewife; into a hoe;;;; !!i swear this shit can happen,toxic
the racists are  and its crew of anchors. not right wing  folks.  mocks mixed gop kids.,normal
whats wrong with these bitches breh,toxic
these hoes woozy,toxic
rt ;  fuck u bitch hope i dont see u bitch cuz i would love for u to tell me to my fac;,toxic
bitches lover the word quality because they quality bitches.,toxic
im not even ghetto!!!!,normal
bitches be like fuck ponies but ponies ve like fuck bitches.,toxic
that hoe wanta 66.,toxic
"yes im judging you by the way you dress, bitch.",toxic
a day without laughter is a day wasted.  charlie chaplin,normal
hoes will be hoes.,toxic
new sign up at mong kok protest site says fight for democracy and oppose the communists to have a future,normal
im gonna make this math test my bitch tomorrow.,toxic
everytime i see nelson agholor make a play i want to puke. kid shouldve been a gator. thanks charlie cheeseburger.,normal
asking the govt to cure healthcare is like asking retards to cure downs.,toxic
conan obrien mocks the new call of duty game while getting killed repeatedly.,normal
congressmans office admits hell yeah benihana up in this bitch tweet was a mistake.,toxic
"somewhere out there, a redneck is jerking off with a hand hell lose in a firework accident tomorrow.",toxic
yall gotta stop pumping these ugly hoes heads up ;,toxic
dont no woman want a man that acts like a bitch,toxic
i asked dis bitch to get me water 10 mins ago where dafuq is it,toxic
my uncle taught me abt sex. he said the birds fuck the bees. then he told me he banged a girl so hard her freckles c;,toxic
if ur 20 and still need ur parents permission to do stuff ur a little bitch,toxic
these water challenges are retarded as fuck.,toxic
hoes? i got several? they 10s or better ;,toxic
have a seat drunk bitch,toxic
"if i hit you wit that shottie bitch, i bet ya body flip ! ;;;;",toxic
so before you wear a thong get yo pussy in check,toxic
niggas dont mind sharing hoes,toxic
dumb bitch,toxic
this bitch came to the club with a broken neck? bitch you serious?,toxic
trassshhh rt  them 13s that come out this weekend so trash!,normal
"mariano rivera now has a street outside yankee stadium named after him, which giants have also had similar honors",normal
real men ask for nudes correction. pussy ass bitches ask for nudes. real men are out there working for women and actually h;,toxic
"reasons to be a mermaid  no periods  no pants  perfect hair  u get to lure men into their death also, free clam;",normal
talkin bout the next bitch but you aint bout shit.,toxic
you slay that bitch,toxic
the crows warned you to stay away from the island. will you? the soul collector,normal
when ya broke only real bitches stick around,toxic
oreo frappuccino,normal
chief keef changed the rap game when he said bitch im cooler than a cooler,toxic
"when lil wayne said even deaf bitches say hi to me, she tell a blind bitch and she say i gotta see my headphones ju;",toxic
when wale said.....nvm that nigga trash,toxic
"if a bitch could be okay with fucking a man knowing he has a girl, shes a hoe! thats it.",toxic
smack a bitch no filter,toxic
"yep, steve spurrier just sorta compared alabama to the yankees. theyve ny got the biggest payroll, they dont win ever;",normal
tyga makes you think about fucking a bunch of bad bitches  j.cole makes you motivated  drake makes you wanna think abou;,toxic
"catch a bitch snitch, my finger itchin on the switch",toxic
lil stupid ass bitch i dont fuck with you!!;,toxic
"also, just because you suck dick, doesnt mean you have to act like a faggot.",toxic
only retards and dads roll lawful good.,normal
hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !,toxic
stop explaining yo self sorry ass bitch dont nobody care ;;eww you sound spicy !,toxic
i peep a lot of shit and i just laugh cause these hoes some actors !,toxic
its two different things you hoes should know because a lot of you hoes think yal know me !,toxic
niggas loose they down bitch for a bitch who down to snitch ;;,toxic
charlie sheen slams rihanna for rejecting his fiancee you;re a rude ;idiot; with bad wig,normal
rt  tight pants and loud colors!!! you look like a fag! ;,toxic
you know these hoes wishy washy,toxic
rt ; when you and your boys discover a hoe,toxic
"im tired of fat hoes calling themselves thick. bitch, yo fat ass cant even bend over and touch your toes withou ...",toxic
my mind is so clear a bird just crashed into the side of my head.,normal
lmfaoooooooooo trash ass falcants rt  lmfaooooooooooo ya stink,toxic
all bitches is crazy.,toxic
riff raff is trash,normal
when you see bae retweet or mention some hoe,toxic
"i was already 24 when jeter arrived so i had plenty of  memories, but next year is going to be very odd indeed.",normal
u tell us you fuckin barbarian rt  does pussy juice really help ya beard grow?,toxic
drake said it best when he said niggas act more like bitches these days!,toxic
"i;m a bitch? you;re a bitch. your mom;s a bitch for having a bitch, your dad;s a bitch for fucking a bitch. now who;s t;",toxic
i hate when bitches brag bout how they bf put it down ........ then they single .... ;,toxic
kill em all at once i say. rt ; the world will be a better place when bitches like her dies lonely,toxic
"gucci, you conceited bitch i might be cause my chain so bright, stevie wonder might see",toxic
benzino bitch wasnt ready ;;;,toxic
tell him that you chose a not to trash the environment while trying to save it like a hypocritical douc;,normal
"tired of dealing with these hoes , but my dick not ;;;;;",toxic
hoes use theit just happened excuse as a means to cope wit them being a ho. they make it seem as if they had no control o;,toxic
thats how niggas get cheated on. she lie in ur face bc she in denial about her hoe actions. but she tell her homegirls it;,toxic
women think they are angels. so they be in denial about their own hoe actions. dont fall into their facade. see past the b;,toxic
bullying doesnt exist.....bitch ass people exist! if you dont stand the fuck up for yourself and stop being a pussy!,toxic
flirting with bitches on twitter like,toxic
one loyal girlfriend is worth more than a hundred hoes.,toxic
"scientists recently discovered that bitches, do in fact, be trippin.",toxic
once bitches get the d...,toxic
"esj got some ugly hoes yeah, and them leon g. students aint making no better. 99.9 of em fugly.; you aint lyi;",toxic
this bitch possessed by the thot demon.,toxic
alot of good girls made a twitter and became a hoe for the attention they dont receive from their fathers.,toxic
mannn these hoes for everybody other words dont love these hoes especially at  famu...,toxic
all these hoes want is sum good dick and attention all hbcu,toxic
am i the only nigga that fucked a virgin expecting her to scream. she wasnt even moaning....bitch you not a virgin fa;,toxic
"i got some bomb dick from a alpha, a q, 2 kappas, a iota, andtwo professors all in the same month. im not a hoe..i just say;",toxic
i guess my confessions trash because none of them got posted famu,normal
i know if my bf breaks up w me ill become the biggest hoe of all time andprobably fuck anyone who looks my way bc id be s;,toxic
my body count went from 1 to 9 in one semester... im not a hoe just love sex famu,toxic
sigmas love to eat pussy at their juice partys...  famu,toxic
so my homegirl fucked this alpha but little does she know shes just sloppy seconds... how my pussy taste famu,toxic
us dykes get more play than most niggas! famu,toxic
track girls have the best pussy!!!  bethunecookman,toxic
whats that bright yellow thing the ref just showed to martins indi?! i cant remember seeing one of those before!,normal
today is the only day you hoes get a pass for being a fool;,toxic
yall say why you dating lil girls like mature hoes just on a rampage outside.;,toxic
i just fucked yo bitch bruh.. i tried not to tho,toxic
aye g.. i fucked yo bitch again by mistake..,toxic
them klutzy bitches,toxic
cause bitch im tae !!,toxic
mfs still in the same spot as 3yrs ago. beefing with the same nighas. sleeping with the same hoes. eating from the same restau;,toxic
"on my mama yous a hoe! omm yous a bitch! omm if you get in a jam, i bet you snitch! omm ;",toxic
pull up like look at my shoes bitch ;,toxic
rahals an idiot. second time this year hes wrecked someone under yellow.,normal
"its okay for michael sam to mock manziel, but if johnny mocked sam by pretending to have a dick in his mouth hed get a;",toxic
fucking faggots. they thirsty for eachother. they probably fuck behind redemption,toxic
those rich sons of bitches too gready. smh,toxic
rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,toxic
"rt  every day, i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches.",toxic
last night was cool until niggas was more worried bout us than bitches..;its like that all the time.,toxic
love one of you bucket headed hoes  noway.,toxic
bruh why am i always sooooooooooooooo tired but i never sleep im like a new species of retard no disrespect,toxic
i wonder when it got attractive to be a huge bitch,toxic
we all know this nigga a bitch.... niggas got nerve on twitter.,toxic
charlie sheen is a fucking boss,toxic
"majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... dont be fooled ;",toxic
i often try to help someone out if i cant decide whether i want to like their insta pic like ehh ill throw this bitch ;,toxic
i think im addicted to naked pictures and sit talking bout bitches that we almost had;,toxic
kamehamehaaaaaaa bitch.,toxic
rt  ; word rt  having zero hoes gt;gt;gt;gt;;,toxic
ik vraag me al maanden af hoe de nl pers zich als een stel hoeren is gaan ge;,normal
i just found an oreo in my pocket... is it yours? thanks for looking after it .xx,normal
a bird pooped on me.,normal
it was all yellow.,normal
on this  the cry never again is absent and mocks our pledge to  the fallen from ancient an;,normal
party of racists just elected a black dude in the south. the party of war on women just elected first ever woman in redneck;,toxic
when im pissed i either go merit scholar and use big words or i go ghetto fabulous and talk like im trashy. either way i;,toxic
cause lord know if another bitch call yo nigga handsome and he entertain it all hell gonna break loose...,toxic
someone at the building next door is taunting me by having a grill going at 830. i think id cut a bitch for a sausage;,toxic
it amazes me how simple it is for girls to be insane bitches when itd be just as easy for them to be normal and sane. ge;,toxic
i know how in the moment people can be. especially guys. so excuse me for not trusting you being fucked up around hoes.,toxic
"i dont like girls thatve been around ;, niggas really be cuffin community pussy.",toxic
it goes to her ego;  and her head bc it sholl is big; bye bitches,toxic
fuck islam you pigfucking trash troll.,toxic
"my boyfriend isnt allowed to give a girl his jacket. that hoe knows damn well what channel the weather is on, she cou;",toxic
"facebook needs these 3 buttons dislike, who cares, are you retarded?",toxic
if my jokes offend you 1 im sorry 2 it wont happen again 3 1 and 2 are lies 4 youre a pussy 5 your mom hates you;,toxic
if my tweets offend you 1. stop being a sensitive pussy 2. fuck your feelings,toxic
"math city bitch, math math city bitch, math city bitch, math math city bitch, 10, 10, 10 and 20 equals 50 bitch.",toxic
pop a molly? why dont some of you hoes start popping birth control,toxic
saying bitch after proving your point.,toxic
"the nicer you are, the easier youre hurt. so just be a bitch",toxic
ugly people  taken ;  nerds  taken ;  hoes  taken ;  everybody  taken ;  me  ;,toxic
rolling backpacks get all the bitches,toxic
"too many good single girls, too many hoes taken.",toxic
i could be such a bitch right now. but ill restrain myself.;,toxic
"bitches eat mad beef,drink henny and do the shmoney dance thats why they pussy always stink",toxic
the fuuuck happened to her ? rt.  aint nothin worse than a bad bitch that lost it ;,toxic
when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th;,normal
hairy pussy bitch you the type that got herps,toxic
love a bitch that never act hollywood,toxic
"yankees shouldnt even bother to show up to boston, man. just fold the franchise. cancel baseball.",normal
"i suck a giant dick, i suck a skinny dick ; i suck a faggot dick, i suck a nigger dick ; i suck the dicks that remind me;",toxic
15 yo me totally understood twin peaks. 40 yo me cant seem to follow these the great outdoors goldfish crackers ;,normal
i think most men cheat because theyre addicted to that new pussy smell.,toxic
the nae nae got to the white ppl its too late ; ; lmao they ate this hoe stonnaaaaa ;;;;;,toxic
chief keef is trash.;im glad someone said it,toxic
low key miss you bitches;,toxic
me and my grandma got to tweakin hoe  turnt,toxic
bitch you better play w this  d  i i  i i  i i  i i  i i c k,toxic
ugh i fuckin hate when this bitch dont answer my calls ewwwwwww  ugh i hate her ass;,toxic
"im on go, so bitch tread carefully.",toxic
i cant stand this dumb fucking bitch,toxic
i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho;,normal
these old hoes is madddd that  and  slayed they attire!!!   ;,toxic
what are you twelve; yeah on a scale of one to ten  bitch,toxic
"scientists recently discovered that bitches, do in fact, be trippin.",toxic
"texting bitches at 1112, making their wish come true.",toxic
how ugly bitches take selfies ;,toxic
mannn.. we had hoes like that wen i was in school.. they all had babies! da;,toxic
"bitch fucking fuck brandeis. go o connor. fuck o connor. fuck brandeis. just kidding, htown helotes flexes, bitch. ;;; ;",toxic
cowboys trash again.the nfl is bike to normal,normal
"my brother want to put on an asshole persona just to get females.that what happens when you let pussy control you, you;",toxic
top ten rappers with no hoes 1.hopsin 2.lupe 3.canibus 4.imt 5.childish g 6.papoose 7.hopsin again 8.joell ortiz 9.krs ;,toxic
"allied soldiers mock hitler atop his balcony at the reich chancellery, by fred ramage, 1945",normal
"hits blunt bruh if she tells me to go text my other hoes, but shes one of my hoes, do i keep texting her ?",toxic
rt  ok im watching mook vs lux....neither of them was good... but mook won 30 ..this wasnt close to me vs hitm;,normal
"hits blunt bruh if she tells me to go text my other hoes, but shes one of my hoes, do i keep texting her ?",toxic
i have sex with a lot of guys but im not a hoe......and i can sell crack to people and not be a drug dealer foh hoe,toxic
if ya girl texts back slow you gotta hit her with the so who else you texting? watch that bitch get more defensive than dwig;,toxic
you ever call your ex while youre fucking your side bitch? yea im gonna do that later,toxic
"while the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful",toxic
"amos 33 can two walk together, unless they are agreed?  ;",normal
thats for the birds.,normal
"playoff hockey sucks. dude, have a snickers. youre retarded when youre hungry.",toxic
dont trust these hoes,toxic
lots of bankrolls ; and hoes ;.,toxic
these hoes like niggas that spend money not talk about it,toxic
i like how i found out that you can now edit facebook comments through a trending topic on twitter. you think id hear abo ...,normal
damn these bitches in middle school look grown af in these nudes;;,toxic
"isnt it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining abo;",toxic
"i want a real relationship ;; no games, no lies, no side hoes, just me and you ;;;;;;;",toxic
"rt ; lawd jesus, this cant be real;  to ghetto to be real lol",toxic
if you attractive everyby will believe you have the niggasbitches regardless of if you really do or do not,toxic
jihadi work accidents 13 taliban fighters killed when their ieds detonated prematurely;  ;,normal
"im not ready to see yall hoes tweet new year, new me ;",toxic
"lmfaoo never i be dolo , i dont got no niggas, and for my old hoes fuck all them ;;;;",toxic
1 rt  me. rt   the fat bitch whos fat but think she thick and a big fine,toxic
side hoes get no love  thotology 613,toxic
thou shall have no type bad bitches is thee only thing thou shall like  herassfat 615,toxic
and on the 7th day god said these hoes are for everybody,toxic
"last name, sinner first name, imma like ur pancakes in tha mornin,  he got u covered like aunt jemima",normal
why ya niggas be gassin these wack ass bitches ? ;;,toxic
10 brownie points for you,normal
main reason why i aint got no girl cause i aint never found not 1 bitch who tryna get money wit me all yall hoes like;,toxic
des bitches swear dey faithful,toxic
a girl knows when a bitch likes her boyfriend ;;,toxic
"fuck twerking, bitch can you cook?",toxic
i call my penis the titanic because so many bitches went down on it.,toxic
your opinion is irrelevant because you are a cunt.,toxic
a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 4.99 for a;,normal
brandon is so annoying;and a lil bitch,toxic
ghetto ass mofos,normal
is it a crime if a nigga just wanna eat pussy?,toxic
"if you dont like my tweets with my belief in jesus christ, please respect it, but dont mock it or make negative remarks;",normal
keshawn martin is soooooooooo fucking trash!!!,toxic
hoes be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there;,toxic
obama i will always do what is necessary to protect the american people and defend against evolving threats to our ho;,normal
"i love a bad bitch with a attitude, idk why but a cutie thats a savage is sexy as fuck",toxic
im avoiding commitment because these hoes aint loyal,toxic
"bruuuuuuh ;;;;;;;; ; kobe, last night yelling at dwight howard you a bitch ass n?",toxic
fam... ; you a faggot for kicking a field goal rt  just got beat 44 to 3 in madden;,toxic
this would never happen at a noncolored award show,normal
rt     i ain;t tryna see  nigger legs in a bikini ;,toxic
we cant be cool if you gonna be a little bitch all the time,toxic
so if her legs dont rub together that means her pwoosy is trash? ... i just heard this.,toxic
"if she doesnt take it in the ass, tell the bitch youll pass.",toxic
retweet if you fucked someones bitch,toxic
