cleaned_text,label
you love being on your knees....your used to it andy vanderbilt! stop being a hater and a liar when it comes to conservatives!,normal
where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed,toxic
im still confounded and amazed the antifa wing wants new speech restrictions as though some other ag who isnt a racist hack will be in charge of implementing in interpreting them. hes suing colleges for discriminating against white students w civil rights law. cmon.,normal
i should make a sam has new hair and she is fabulous sign that i have on my person for when we are together,normal
while wearing his t shirt promoting gun control...,normal
she is allergic to chocolate ☹️,normal
but where is antifa going to shop now?,normal
hahah a left telling a right he is making everything political.. too fn funny!,normal
this is why women lose their credibility she was empowered??? ohhhh me too! these women and liberals have highjacked the movement for women who really have been abused. disgusting,toxic
she is not wrong tho. some tunisians look like italians,normal
wheres mckenna? she no longer using twitter. did she defect to the conservatives?,normal
she isnt a radical but you are so far right you are kemp. you refused to pay any attention to what the people of georgia want and need. that will be your undoing.,normal
i recall hearing maxine waters issue a summons for all people get up in the face of the republicans and conservatives. paybacks a b aint it?,normal
yeah and conservatives work in real industries like coal mines oil rigs duhh,normal
and we have the right,normal
usa antifa are connecting with the philippines cppnpa and vice versa. president duterte should be informed about this!,normal
he is the best!! they ended them all.,normal
he is talking about you big o.,normal
the dems are campaigning on medicareforall and gun control. how are those falsehoods?,normal
they had it rigged and had the media post those fake poles to try and discourage conservatives from even voting. bombshell when the working conservatives got off work and went to vote! ripped their poor nwo apart. been crying and throwing tantrums ever since. lies never stopped!,normal
liberals mock president trumps skin color and decapitated his likeness. they also threaten his family. even baron.,toxic
so he is misogynistic cause his opinion is different?? i guess that makes you a bigot!,toxic
antifa log tosser. url,normal
he should just stick to sports but liberals cant help themselves.,normal
he is so good and so is titus welliver as jimmy o and he also responds whenever you tag him in stuff so i dont want to bug him,normal
death to jeremy corbin by any means necessary !🤪👍,toxic
are the cruz vs. orourke debates ever going to happen?  url,normal
and if youre in antifa you are one of them shit for brains. here worship your queen she needs her toe cheese licked out. url,toxic
does this guy even read the bible? url,normal
they are if you support gun control,normal
do you know what flanking and muscle flashing is with an ar15?; educate yourself and close that ck holr...you dont know why u r talking about😡😡😡😡,toxic
chuckle heads.,normal
i agree he is very intelligent and i like the latest policy of a sovereign wealth fund  something ive long supported. but he just doesnt cut through. someone like jo swinson would get the party more air time imo.,toxic
disappointed in taylor. serena was wrong. dont use your gender to be disrespectful. serena should apologize to the winner and ref,toxic
most definitely. im not advocating playing either game. just thinking aloud they might play earlier.,normal
theyre abso shite quality tho,toxic
she is a master of twisting words. that is her greatest skill,normal
divert and defame...we voted him in to get things done...not bc he is well mannered,normal
so dissapointing. this guy is the biggest hypocrite in the country. embarrassing that he is our senator,toxic
she loves sailor moon so of course she is,normal
4 forgiveness is useless she is trapped by trauma for 40y. maybe if she lets go of her illusion of a perfect world where this cannot happen accept that she is the only one responsible of getting herself over this,normal
he is a senator and trump is president. hes not wrong.,normal
no prison time for you. youre going to get mccained   😂🤣😂,toxic
it sounds like joe is channeling all conservatives whove been under attack by liberals all these years. is this what they call transference?,normal
sounds like a great ad for gun control,normal
he needs that exact amount in hanging rope.,normal
christians been thinking women lie since eve and the start of christianity....conservatives just give it legislative and judical teeth to oppress women in the modern age....      url,normal
i love your voice. how do you get it to sound so sexy and strong?,normal
sad that you are trying to pawn off another rich rightwing type in an age of increasing wealth disparity. a price gouging pharma executive at that. after trump tried to gut healthcare with no real replace in that repeal and replace. its a slap in the face.,normal
dude...what happened to you?,normal
ummm.   you are one of those people that shouldnt be there.  😂,toxic
does your mom know you are on twitter?,normal
idk u too well but that must be a fuckin delicious corn chip that someone misses dearly,toxic
she is so damn cute! def with the facial expressions,toxic
well i just saw this and clicked on bens link to see who he is and he has me blocked and ive never heard of him before.,normal
oh its ok if theyre liberals....hadnt you heard 😡,normal
yea right. im from nyc and shes  easy to read. dumb and has a chameleon personality.  fits in everywhere bc she is diff to diff people.,normal
when theyre reviewing plays he is insufferable,normal
hes beyond moron.,toxic
funny kerry should know! right! standing with our president 👍🏼👍🏼👍🏼🇺🇸🇺🇸🇺🇸,normal
crushing a pc player with kbmouse with controller in a fps is unrealistic. unless he is playing games for the first time or using keyboard mouse for the first time,normal
its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a hush fund for congressional  sexual scandals while working for the government,toxic
as usual. put a republican in charge down there and see how quickly things improve.  pulled the veil off of liberals keeping people in  so they can stay in power promising a brighter day.,toxic
why would kerry want to appear to be talking to the iranians. there is no doubt he is trying to talk them into waiting out trump. thats treason in my book to feel that you think you know better what the us policy should be than the us govt. promoting his book for personal gain!,normal
not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked,toxic
i dont believe shes even getting death threats. conservatives dont roll that way. plus her and her attorneys bankroll is soros,toxic
kavanaugh accuser christine blasey ford may testify before senate judiciary committee  url,normal
conservatives are creepy cowards  url,normal
"but again, these legal concepts have nothing to do with the need to regulate the purchase and possession of weapons, which is already regulated.  we currently have gun control and restrictions on 2nd amendment rights.  try to bring a gun into a courthouse.",normal
nbc just doesnt get it!  it has nothing to do with the day of the week or football. it has everything to do with the liberals looking down their noses at the american people. their sanctimonious political remarks   laughing at those who do not think like them.,normal
you should do it,normal
but ... but ... i was trying to get him to block me. the trans porn story was the perfect ammunition ... but now it will never happen! 😮😧🙁😞😢😭 url,normal
dam white slave owners,toxic
lmaooo you are so wise ily,normal
who will abuse it the most liberals or rinos?,toxic
gun control is a weak subject for him. two hands please,normal
oppression... we need to start a movement.   could be worse they could be antifa dogs,toxic
she is a waste if air. she needs to go.,normal
liberals have made it an art form. 🐷 ♠️,normal
kurt liberals are obsessed with seeing the presidents disgusting penis. they fantasize about being in the room with his horrible hog. sweating they cant stop thinking about that mushroomcapped member. visibly erect,toxic
how many  backbenchers think its workable? url,normal
15 signs that say you are an . is this you? url  url,normal
antifa fight fascists. are you defending fascists? blm is sick of crooked cops murdering unarmed black people. are you defending killer cops?,normal
"issues more detailed response, confirms the view that he deserves an opportunity to defend his reputation this is a completely false allegation. i have never done anything like what the accuser describesto her or to anyone.... url",toxic
i accept your apology and you are excused,normal
come on! even 35 years later and dont remember any actual details of the event?  this is nothing but another liberal doing whatever it takes to stop a conservative. the real shame here is seeing what liberals will do to get their way. u should be the one that should feel ashamed,normal
me and my girl walked through san francisco and i came up with a new game. homeless or antifa. the homeless are so much more pleasant,normal
shitt on pitt  perfect for wiping the seat! url,toxic
the show must go on! we must have crazy liberals screaming and throwing a tantrum inside of that courtroom? if they let these same animals in as they did during the hearings this is just going to be another circus,toxic
too bad!  never liked him since i met him years ago!  very uppity but you see what goes up must come down!  never think you are too good for anything or anyone!,normal
unlike you im not about that life ✌  antifa  kkk,normal
conservatives are not his fan base have not been forever!!!!! just trying to take out  support and this is bs!!!,normal
she is perfect!! 💞💕💞 love you both!,normal
i am breaking all the rules for running as a democrat by speaking about sensible gun control. a woman at  told me how gas lax gun laws allowed her daughter to kill herself before she could intervene and begged me to change the laws. we can win. url,toxic
rip comrade!,normal
glad you are at least safe! sorry to hear about this whole mess 😕,normal
omfg... 😂,toxic
weve also written a post about 5 metrics to measure the success of your b2b podcast url,normal
just saw your algae commercial blaming  thats pretty rich considering you are the gov and have done zero zip and now you want to be senator of fl.,toxic
this is one of the soros contacts for antifa activists url,normal
evil man. how would you know,normal
oh thats racist. big lipsbig buttbig nose. that doesnt even look like her. also she is about 100 pounds to big. it also creates the image of the typical black woman with attitude.  its so racist. url,toxic
just because his best stats season was at 34 doesnt mean hes the greatest pl midfielder 🤣 fuck off,toxic
trump needs to move to egypt as he is constantly in de nile.,normal
chicago tribune london mayor sadiq khan and the ties to farrakhan hed rather forget url via,normal
gd i thought he lost his voice?,normal
"suddenly bozoobama is not politician...and certainly not that he and billayers anddisgraced erikholder started police brutality antifa,blm,ows movements and didnt fund our us military as b4 for 8 yrs,but gave world sponser of terror iran 170. bil... nooo!; not ol isislover bama.",normal
dumb ass.  wear a helmet next game,toxic
its going to suck with any rating. venom without the spiderman origin isnt really venom. this is just a sony cash grab.,toxic
just imagine the tyranny wed be living under had these leftwing tryants waging war on us and our duly elected president and the american republic itself gained tyrannical control of the us supreme court the neocons  crew was trying to deliver to them?   🇺🇸,toxic
help help liberals... sexual assaults with facts... where are you?,normal
but they promise free stuff from the magic money tree 🙄🙄😂😂😂😂  🇺🇸🇺🇸🇺🇸🇺🇸,normal
lol shit i just said this on your other tweet 😂😂,toxic
i knew you werent a real republican committed to your party!!!! you need to leave. get out now!! you are a disgrace to every republicanconservative member who work towards solutions and does not constantly diminish the potus!!! quit already.,toxic
the stats from that are skewed. they considered school shootings a wide range that most didnt even include a school. just another fake stat to push gun control.,normal
which some fantasy gun ban youre rolling over in your mind would prevent?    gun control is evil misspelled  url,toxic
haha! you try so hard to be condescending but im sure you and stormy can relate! but you are correct on how sad trump really is. old man literally owns the viagra company. jokes on you kid. url,toxic
is it bad that i like quetsiyah. and thought amara and silas deserved it?,normal
she is not lisa url,normal
we would rather keep bieber than trudeau. you are welcome to trudeau,normal
now how did this happen in gun control nyc?,normal
the transparency of their acts furthers the myth that all women are victims. some truly are but these crazed liberals wouldnt know one if they saw one. in the end their hubris will hurt the real women that really need help.,toxic
its just that it looks scary. thats all liberals care about. optics.,normal
🥀😢😢😢😢😢 so sad and preventable. lift gun control in chicago. allow decent people to defend themselves.,normal
ever see when someone is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out...  espn,normal
you are awfully quiet.😪,normal
i think she is great,normal
"and civil rights, like the right to kill your own child transcending a childs right to life...from the same people that insist on more stringent gun control laws to save the lives of children. let that sink in...",toxic
ikr? riding trainer? have fun running to lower rear backwoodsistan fucker!,toxic
"i want to   why isnt the basic issue of survival of the fittest vs take care of everyone the dems main point.  isnt this the core of all others ? gun control, wealth and income inequality, health care, entitlements, epa, glbl wrm.  most agree here url",normal
they been had open world spider man games tho. we need a avengers game with all of them niggas,toxic
why dont they want health care? why do they want rich people to pay less taxes? why dont they care about the deficit? why dont they want any gun control? why are they so afraid of immigrants? why are they so full of hate when they control all branches of government? why???,toxic
my bias park jimin  he is perfect man 😍😍😍    dancer and read vocal💕 heart you🤣💟👍 url,normal
same here but the more he talks the dumber he looks wwgiwga maga url,toxic
shove it the view you are the most despicable show on tv and like everyone always says who watches these bimbos!,toxic
heidi cruz started life as a brunette. now she is a blonde. god works in mysterious ways.,normal
😂😂😂 your hilarious. you spin my words just as they spin alexs words. i never said it didnt happen. i said it was a false flag and they had actors help garner public sympathy for gun control.,normal
ive got this great idea for a phone app though. justwank,normal
feel sorry for the voters no good choice 🐷,toxic
what does juan contribute on fox? we all know which side of the fence he plays on. pretty much know what he is going 2 say. listening 2 him is like watching paint dry. i have better thgs 2 do😠🤢,toxic
long time prisoners will also have a hard time while he is there.,normal
and there you have it...,normal
leftist collusion prescreening party,toxic
shortys dad taught him eveything about   pussygrabbing sexual assault   family time.   girls have to stay silent. url,toxic
"is a piece of royal shit of nehru dynasty. sometimes i wonder if everything i was taught stands shaken! eminent citizen, liberals, intellectuals all these terms now tell me 1 thing the person being mentioned is antiindia, feeds off my money and shames me always",normal
"especially those who play the good religious boy routine as 80 of their job interview. seriously, imagine pulling that crap in a job interview and then imagine  interview for supreme court justice.  kav spends way too much time talking about how pure he is.",toxic
sounds like a lot of liberals dont want america to know the truth.,normal
just ask them how does having some of the toughest gun control laws working out for chicago,normal
oh fuck yeah,toxic
what an empty soul you have.,toxic
he is both. best hybrid ever.,normal
go away my child. you are so boring that you cant even entertain a doubt.💩💩🐷🐷,toxic
or we could have gun control,normal
nobody cares about paid protesters the capitol police need to get a hold on them lock them up,toxic
no nigga,toxic
url if youre not an ancom then you should be on my side,normal
she is a journalist and spreads fake info about painting of shree krishnaji. why people forget ligic and professionalism when they try to be secular. do not tear our religious books to prove your stupidity. fight your cause with moral means. url,toxic
jaws v when jaws jaws back  starring kurt chiselchest and lorna buxom  whud i win?  it better not be one of them laser swords...jess will b jealous.,toxic
a military tribunal will get holder.,normal
never saw it before. its delicious,normal
did i say something personal?,normal
how can anyone expect the liberals to follow their own rules?  rules are for other people arent they?  the governing liberals have allowed... url,normal
is anyone surprised that a president who would commit treason with russia to get elected would pick a rapist for the supreme court?,toxic
can you take that to the bank?????,normal
🇬🇧           patriots uk eu     😂😂😂😂 url,normal
good day   i trust that you are well  please send me your email address,normal
you rock laura.  we need the rinos exposed.  they are hiding behind republican status.  we need new blood in november.  it has to continue to 2020.  maga  our forefathers would want us to save our country.,normal
right.!!!! i dont know what the hell he is saying half the time. i would get thrown off the show the first episode.!!!!😟😕,normal
"conservatives right weve bought a load of steam powered rolling stock for brexit britain, why not close a few more lines like they did with the beeching cuts? url",normal
that sucks. have plans?  you should team up with lemons!,toxic
"this is absurd. read more about the history, politics, and true belifs of fascism. antifa do notcannot do the bidding of ruling class because thats what fascism is for aka bootlickers. and u.s. liberals have always been right leaning.",normal
people need to get a life. she is a beautiful lady doing her job. they need to leave her alone and leave tessa alone. doesnt matter what you are everybody needs to show love not hate.,normal
he is going extinct,normal
fucking glory hunters,toxic
the uk only has a fraction of the population and had a fraction of the number guns we do not to mention a gun culture and demand of which there is ample supply here. uk type of gun control will not work here but will exaserbate the gun problem.,normal
you would. cant fix stupid.,toxic
2019 tours will include flights and hotels.,normal
trump is what we need,normal
trump... an ive league billionaire and negotiator extraordinaire!! jan...  !! 🤔 ill take trump!!!   url,normal
i knew we would find out that this is all the liberals fault. 🙄,toxic
excuse you.  do you own twitter? do you have twitter rights that no one else does?   if you continue to viciously attack and name call me  i will continue to respond and defend myself.     typical liberal trying to argue all antifa style.  guess what?!? you still lose!,normal
another funny thing is how they refer favorably to japan because of gun control but admonish japan for their refugee policies 🤔🤔,normal
what the earthy fuck is racket abuse??????  a fakeass penalty. have you ever put down the donuts and watched a mens match??????,toxic
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 that sums up the state of liberals,normal
lmao please show me the proof of all you state. not what i said on cnn. facts just the facts. like i said funny all this pops up when all the other stunts didnt stop the vote. if she is serious she can recall the house how she got there and all the important info. not that it,normal
a long ass blog that might not make sense url,toxic
brett kavanaugh was supposed to be a selling point for gop candidates in the midterm elections. but now he could become a liability...cbs enough of all your bs lies. go away with your other liberals cnn. msm. we are not listening to your ignorant bs stories!!! 😡😡😡😡,toxic
he is rushing to catch up to drumpf,normal
happy birthday tyler! may god favor you with a day as amazing as you are! be blessed today and always!! 🎉🎉,normal
"question did you get the amount of money from liberals you wanted? after 30 years, that was your only reason.",normal
conservatives have become the cadaver party.,toxic
so pleased you gave me the oppotunity to show some more truth1 thanks so much i love to use supporters of the corrupt as a billboard!  url,normal
he is making faces like peter strokz...,normal
the reason you havent heard from dr ford about whether she is available to testify on monday yet is because she is feverishly trying to find someone to corroborate her story with the help of the dnc and soros deep pockets!,normal
his name is coco!  he is a pomeranian.  hes actually old.  hes is 12. the most loyal dog i have even known!,normal
i dont think it was her race or looks. biden and liberals were put on strategic defensive by cts claim that he was being electronically lynched. he played the race card and liberals folded like cheap suits. gopers now just do not care.,normal
as soon as kavanaugh is seated you can say goodbye to federal gun control. never in your life will you see it again.,normal
he is definitely an adorable little guy.,normal
you are all not ready for,normal
jameis winston he is no longer in college whereas jimbo fisher and his school protected this sexual predator...he needs to sit in prison...he is getting off easy because she didnt filed sex charges against him...,normal
yep. and if he would get rid of the bell instead of taking sacks id be thrilled. not sure if he is aware of the rule. but you can throw the bell away,normal
lmfaooooo foh w that free thought shit lmaoooo,toxic
my god.   and the limousine liberals are sick disgusting animals with no brains.  .,toxic
actually i think antifa over took them and you contributed to their silence too..,normal
i bet they all have fitted waists. because women are meant to look hourglass even when they dont give a shit.,toxic
cockwaffle or normal waffle?,normal
gun control activist david hogg suggested ar15s cannot be used for selfdefense because they shoot further than handguns. url,toxic
i have long thought that liberals are children trapped in adult bodies.,toxic
of course he is. he will be remembered for being the biggest hypocrite in history. they change the rules constantly.,toxic
what does a snot nose 18yearold kid know? hes just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. he is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.,toxic
"only the left is violent, like they guy who shot gop senators, and antifa who trash berkeley, portland. and blm that trashed ferguson.  nobody who actually attacks makes death threat first, duh. they just do it as nike who now supports copkillers put it.",normal
why do you think liberals hate guns?  bc we dont think military weapons should be in civilian life? please.,normal
1 a fetus may or may not become a baby. 13 or pregnancies end in miscarriage. if a woman had pregnancy complications that could kill her are conservatives going to let her dies because the fetus she is carrying has a 23 chance surviving?,normal
hedy lamarr is a close second.  she is fascinating.,normal
❤ you are beloved! ❤,normal
"please dont tie him to the left  the guys pathalogical also, lets not make altleft a thing.  the alt right are nazis and white supremacists  a bunch of random college  yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form.",normal
there is no way you can defend    he is the worst for auburn. time to part ways,normal
isnt he married?  where is his wife?,normal
that is a lot of guilt for tucker to take upon himself. surely he is not the only on at fault?,toxic
oh man i was just telling myself this today. such good and encouraging advice when you are doing something new.,normal
yes mothers now this is what the deranged left will make you do to your little boys! are we really going to let this happen? pure evil!      url,toxic
different story now hes attacking liberals isnt it 🤔😐 ... hes been doing this this since  wasnt an issue back then tho apparently,normal
this little one is my why. she is the reason i strive each day to become a better version of who i already am. . before babies i used to fear id never have enough time for a family. url,normal
that or she is an awfully good transvestite,toxic
omg shyt,toxic
sir now to russia....putin is broke and a little bit crazy...the paltry 1.7 trillion gdp might cause desperate actions from his dying regime. denuclearization in exchange for oil patch tech. thats all they have.. sir..maga,toxic
and then theres this url  🇺🇸    ✔️ ❤️🇺🇸         url,normal
either you democrats and liberals move aside or we will help you move aside we the people can remove you from office 20million veterans cant be wrong url,normal
pushed to my limits. url,toxic
case number 3837252 wow  got it bad about the same as the,normal
what a handsome boy! reminds me of one of my fosters a little bit. sorry i dont have a better picture  she is one of the ones that got away. id have 20 if i could. url,normal
seriously?! do you really believe your own crap? why dont you just move on if she is so offensive. this ugly side to you is very unbecoming😞,toxic
she never planned to testify. it was all an act  one that fell flat very quickly.  liberals will never learn.   we know their tactics. we can accurately predict their actions and responses. we also know how to think and do research. thats why they hate us. they cant control us.,toxic
you are awesome!,normal
she is your sister!lol,normal
well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.,toxic
rosie hugs him tight hello angy. she smiled happy im so happy that she is back and i bet you levi will be here in a few seconds. levi walks in and gasps rosie! levi ran over making jack smile,normal
oh my god. theyre so fucking cute.,toxic
i hope you are liking the cooler weather. my husband and i are going to watch the other hellboys before we see yours in the theatre. we are both excited!!,normal
why would anyone be in group lockstep with either party? im in favor of gun control and believe in climate change. im against big government and wealth redistribution. independent thinkers dont fit into either party.,normal
yea i think so! she is for the time being thanks for asking,normal
his jewels have their own gravitational field!🛸,normal
national unity? o you are so full of it! you just tweeted to get people mobilized. does that mean paying people to mobilize and cause violence! where is it that you spoke out about antifa? a official group of terrorists.,toxic
chris christie kavanaugh allegations extraordinarily unfair  url,normal
ive actually never seen got but i know who he is and i still died,normal
such a cool synchronicity..it def made my day!  just released a thread wexactly this concept.   connection is undoubtedly the pivot point..and  has a crack squad of financial forensics experts on his team wvast db laundering knowledge.  subpoena,normal
used his  speech to spell out the issues facing britain and how they can be overcome without resorting to the populism of  and the  the  are the only party who  for britain url,normal
brilliant!,normal
she is inciting violence .  big difference between free speech and inciting violence.  sometimes you are expecting action good or bad from the words you use.  people must be held accountable for those words good or bad.,normal
i hope he can get back too nd🍀 days he is a real dawg!,normal
and  finally got their   they have wanted for so long they can harp on about and say were worse than them ..  two 15 year old boys from !  jesus 🤔        url,normal
trump is just playing whit liberals i bet this is his way to help conservatives win next elections and take credit. trudeau is in the corner right now. any deal whit usa will be bad for canada.,normal
serena is a bully. she threatened to shove a ball down the throat of a line judge in the 09 us open. she was 2 points away from losing in the semifinals when she dbl faulted. she went ballistic and was penalized a point. she lost the match due to her threats. shes a bully,toxic
there already is gun control tho...,normal
some of christine blasey ford fine upstanding americans she follows beverly hills antifa laguna beach antifa neverland antifa midwest antifa boston bob antifa wait for it; anthony weiner  inmate 3425742  kinda says it all! wwg1wga patriots...,normal
i dont think he needs a qualification.  but good  on you. i am impressed.  you are an inspiration to you younger peers.,normal
stay classy!!...what a bully  if i were the ump i take her to court for bringing his reputation into disrepute...🤔🤔🤔 url,normal
he is 100 and ballin,normal
i was actually thinking you were joining antifa.,normal
she is back !,normal
the left have become a bunch of thugs.,toxic
full truth and justice.... url,normal
he is right,normal
yes i am so tired of relying on mfs to answer the phone for some shit thats not even worth it! im about to be the new plug 😂😂😂,toxic
european liberals and conservatives must stand together against populism. follow my page if you think the same.,normal
i do love you but dont give him an excuse..he isnt mentally ill he is a dangerous idiot!!!!,toxic
so we are being dangled another fictional carrot by conservatives of an increase in social housing in 2021......we dont know whats happening in 6 months? are we meant to be as stupid as trump supporters and swallow this propaganda?,normal
"and the definition of freedoms is also important. for instance, most of those countries have strict gun control. some will also jail you for calling somebody a name on twitter. against the law in london to carry a pocket knife. however, some label those freedoms. i dont.",normal
calls you an intellectual prostitute because he knows that you are smarter and more intellectual than he.,toxic
to be destroyed 090818   we dont have a back story on friendly glorious....she is a sweet young lady who may just need a little time to decompress and feel confident. please help her tonight!! url  url,normal
take a joke lefties. her behaviour was disgusting. so it is drawn.,toxic
latino conservativesselfhating freaks,toxic
i can definitely do that for sure!,normal
google needs to lose its 5013c privlages.,normal
whatever happened to innocent until proven guilty... liberals just want kavanaugh to be guilty because trump picked him. get over yourselves,normal
can we talk about how he is having the worst year of any player in yankee history?,toxic
this woman has nothing but play tennis and yet she is constantly being disrespectful its insane. the whole all owes her an apology atp url,toxic
1 ok lets play this game. which side is openly advocating for the persecution of a race and promoting segregation? which is supporting a militant group very similar to hitlers brown shirts antifa? which is calling for gun control even wanted armbands?,toxic
he is a child  a retarded one.,toxic
i mean if allsup was a communist or some antifa shithead people would be coming to her defense despite what a shit she is.   this political team sports is dumb. allsup is a dickweed.,toxic
ill bet she is a liberal democrat.,normal
you assholes are both going to jail.  what happened to the 94million paid to your company?  mueller knows.,toxic
lol you are being mean.,toxic
because he is a traitor,toxic
2be clear i fully support free speech.  but especially when libertarians and conservatives are being silenced i dont want to read leftist trash talk in my timeline.  i dont want them censored.  i just dont remember following them.  but it is enough that i can personally block.,normal
ill go pick u up fuck an uber,toxic
gt;literally runs through the wall. there was now a hole.  master! you are okay? url,normal
she is hot!!,normal
you are helping the  url,normal
shhh dont let conservatives see this!! url,normal
all those muscles,normal
i believe that gun control laws should be more extensive. i feel that the government should come up with a better way to assign people guns. i agree with protecting yourself but to what point. its alot of innocent people dying. 20522,normal
no fr! people are always on the most bullshit and im not postponing or missing anything else because another person cant get their shit together. so if all else fails i go by myself and tbh i end up having a better time anyway 🤷🏽♂️,toxic
coming out of closet and admit he is russians asset,normal
he will end in gitmo,normal
he is so very stupid. or is it he is just so concrete??,toxic
she is delusional! get rid of electoral college so she and her corruption cronies can ruin the usa! they almost did!!!    🇺🇸🇺🇸🇺🇸,toxic
i understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 900... obviously someone was with her other children at home so why bring the baby,normal
bro we are one big happy family,normal
well since your streams always have porn in the title im going to sa you love porn,toxic
dominos is ass,toxic
hi hopefully you are now on board as one has passed through. i do apologies for the delay. we have experienced heavy delays across most services passing through st albans due to roadworks. apologies for the delayed response.,normal
hahah yes because trump beat obama in the election 🤣,normal
i muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for mexican rap like he isnt some kind of pedo garbage.,toxic
fresh boy think he is strong 😂,normal
1. my love  2. . . . okai . . there you are  url,normal
the kavanaugh accuser issue makes it evident the dbl standards the dems use to discredit conservatives.  please release and make public all the names of those who used the congressional sexual harassment fund. let all the their accusers come forward... url,normal
can you pls get rid of holly he is so uneducated of sports. wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke,toxic
has become .  is lefts unwinding of . url,normal
hell no!!!! its all about creating new democratic voters!!,normal
maybe it was democrat antifa,normal
you are literally one of the most beautiful people i have ever seen in my entire life and i want you to know that.,normal
me too! jacks a sack! we conservatives tweet in a barrel!,toxic
i am suggesting ways for our climate barbie to lead by example. something liberals dont know how to do. 5 ethic code violations will prove that.,normal
a voice from the frontline of domestic violence that the gun lobby cannot drown out.  url,toxic
before long football players will receive about half of what they make now. let them keep protesting. the players arent going to win this.,normal
you are insinuating that the rape victim is not credible because polygraphs are not admissible in court.,normal
a new hero. god bless him,normal
yet another good guy with a gun....🤦♀️ we need common sense gun control legislation      documents alleged mass murderer thought wife was cheating url,toxic
where does antifa fall on this report? or did you only look at the right?,normal
im going to tell you one more time to fuck off before i block and report your ass. whos your current president?,toxic
the greatest generation and the original  thank you for freeing us from nazism!,normal
ahhh how the left punishes its soldiers. today is your last daydont forget your 6 million dollar goodbye check. thanks for supporting the cause.,normal
you liberals are so  nice and  caring,normal
i have backtraced your ip and have sent you information to antifa.,normal
maga are perverts and demonsperiod! nothing is sacred or innocent with these mutts of satan url,toxic
tell me did restoring your computer to an earlier date correct your problem you were having ?,normal
you do realize how ridiculously radical all these tweets sound right. who are you trying to mobilize antifa?,toxic
he looks like hes been sucking on a lemon before he goes into those hearings.,toxic
is colin really that hot?   yes he is! 😏 url,normal
he is so brutal. hopefully he sells the team...,toxic
keep getting yours,normal
liked trump but he is too scared from democrats. plus he is making millions making unprofessional short videos. its pretty much like looting the liberals but legally,normal
im thankful that people who virulently demand gun control frequently dont have guns. mercifully its  natural selection in a way. they generally show violent tendencies verbally. licensed gun owners are usually a very civil and polite group bc they understand the alternative.,normal
how about just f!k her  she is an instigating big mouth bitc and so is her evil friend.  my opinion!!!,toxic
no i dont know. but i know he is one heck of a patriot who preached the unity of the people of  when it was costly to do so.,normal
big wanda fucked with the wrong one 😂😂😂,normal
did i say that 🤔 no  typical liberals,normal
that would be about how the dems work. still think dr f was told long before it wasnt ever going to this far because someone convinced her the conservatives would roll over immediately,normal
and you are who to speak for the rest of us?,normal
stamp we did this shit all the time,toxic
needs serious psychiatric help. this guy is an anger management bi polar psych 101 case study. url,toxic
he got his chance and blew it,toxic
i think he is up to super bad stuff.,normal
no kidding! tell your sons to never be alone with a woman unless you are dating and even then protect yourself somehow...geez i dont know turn your recorder on.,normal
liberals demonuts will never learn. conservatives always will find the truth and blow their whole story.,normal
"but but but we need more gun control right? oh wait... guess that doesnt stop criminals, only law abiding citizens. which is known. so.... think on why they want to control you and disarm you.",toxic
the one on top. nobama is best described as such..... 🇺🇸 🇺🇸 url,normal
more like what im missing... lmao im just bitter about being ignored yet again and im ignoring her because thats what im like but its so hard not to message her 😭,normal
durbin must have participated in the tesla podcast to think huesseins administration was scandal free. durbin thinks gun control works in chicago also.,normal
colin is a dick would sell out just as quick!,toxic
thats right       .,normal
ugh put your antifa mask back on before you scare the children,normal
"now to get inner cities, i.e., to have policies that promote job growth there so that the  returns. the lack of one is why   have the daily killings, not a gun control issue.",toxic
awesome 👏🏻👏🏻👏🏻👏🏻. of course the left will think differently but who cares. this is great!!!,normal
tears of joy?,normal
she is full of it. she will go for it.,normal
you are not a poet. dont ask how i knoweth.,normal
nearly half a trillion dollars already repatriated; more coming  url,normal
remember. people who make up stories dont ask the fbi to investigate those stories.,normal
why do conservatives not understand grammar,normal
time to take this twt down. is there anyone in our team with an ounce of guts?.,normal
10. new gun control laws 11. term limits 12. eliminate lifetime salaries for politicians 13. same medical benefits as any other federal employee 14. federal holiday on election days 15. a review of presidential powers of pardon,normal
here is the thing i aint disputing that as a nation we have problems and never have i. however to say someone is likely to die earlier in botswana than anywhere in the world is a reach. thats where i felt you are just exaggerating.,normal
