cleaned_text,label
"as for the  oxegen experience  , watch out that your tent does nt get burnt to the ground , like what happened to many people last year .",normal
if he comes we should support him .,normal
the reds are always protesting against people like david irving its time we got out there and counter act them,normal
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to sfi pluirin !,toxic
"what, like blowing up old ladies and little kids ?",normal
ira could have hit a prime minister at any time but chose to hit kids instead .,normal
cowardly scum from the irish countryside bigging up in army jackets .,toxic
there is no doubt the chinese and japs have giving the world culture .,normal
blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,toxic
"will do so on monday , david irving is a political prisoner in a europe where you can deny the existence of jesus christ but go to jail for denying the existence of gas chambers .",normal
hello direland2006 and welcome to sf .,normal
there are few places nowadays where there is freedom of speech so you ll enjoy posting here !,normal
i went out with an old friend the other day for a few drinks .,normal
"after knocking back a few guinness we got pretty hungry and he said he knew a great place to go get some food , i was disgusted when he brought me to a chinese restaurant .",normal
naturally as a white nationalist i refused to eat there but my friend didnt understand why .,normal
does anyone else have trouble keeping their life free from foreign influence ?,normal
"that doesnt sound to bad , wait till you see 30 kids , 5 of which are white !",normal
coming to a town near you soon .,normal
give them their interview but be careful not to say anything stupid.tape the interview for legal reasons put it up on the net.let the truth prevail .,normal
there was a small nigerian man that lived in the same town as me for about a year .,normal
he dissappeared somewhere and i thought nothing of it .,normal
some months later i heard he got caught getting 4 dole payments a week pretending to be 4 different people !,normal
and look at the bollix teachers are feeding our kids .,normal
wiggah s are created when they ca nt import the genuine black .,normal
wasnt that when steve and bean got their heads cracked opened ?,normal
the other guy is over at the b  h forum ...,normal
"saga is good too , i like any of her stuff that i ve heard , although i hear she is nt too popular with some of the people in the movement in her own country ...",normal
maybe if you opened your eyes you d see that i did .,normal
"it s not very irish to talk behind backs , ted .",normal
"still snooping , eh ?",normal
it was no accident .,normal
the english policy was one of extermination from day 1 .,normal
"the famine was a planned event , to pacify a troublesome country .",normal
"just go to my post further down the page , drug dealing , murdering , racemixing , zionistmasonic scumbags the last picture of the black orangemen , f  ckin hell i nearly split my sides laughing",toxic
and all nonsense .,normal
if it was nt then it meant that those same celts went through some serious racial degradation before europeans really started arriving .,normal
you would be luckey to see a real irish person on the tv these days ..,normal
besides news and nighttime shows .. its shocking,normal
rosanna davison i think is her name .,normal
the next time i see her on tv3 bitching about the latest immigrant gripe i ll     ing die !,normal
what an ugly hag,normal
just posting to say i got a month of community service for stealing lightbulbs out of a place i was renting  a 280euro fine. compare that to the black rapist a while ago who got off scot free .,normal
ireland is a strange place for ethnics as there is no pakis but there main ethnic problem is chinese and africans did not see much race mixing among men when i was over last time,normal
"i have decided on the flags of the four provinces combined on four squares together as my own favourite flag to wave at rugby and soccer internationals rather than the tricoleur or st pat , s .",normal
anyone know where i can buy one .. ? 88 jab  soldierfn,normal
then why are you posting on stormfront ?,normal
"seriously , go somewhere else and have someone else throw a pity party for you .",normal
bye .,normal
"may be sf ireland could apply to the funding , as it s working hard to improve white racial relations in the community ?",normal
"im down for that , and i could bring along some other wn folks .",normal
dave you live in frigin brampton ?!,normal
man that sucks lol ...,normal
"theres an aborigional day , black pride month .",normal
i would like too see white people get together and get us a white pride day,normal
"last i checked though , there are more europeans being raped by non europeans in europe than there have been in canada",normal
i find this news to be astonishing .,normal
whites in canada need to wake up and start realizing they are slowly losing their rights .,normal
"hello, i just joined too .",normal
i live in a predominantly white area and ca nt imagine what that would be like ..,normal
ive told some immigrants that if they did nt like it here they should just go home .,normal
for some strange reason they all looked at me as if i had said something offensive when it was just simple logic .,normal
i knew a girl in school who went out with one .,normal
everyday we called her a race traitor and said her forefathers hang their heads in shame and that she is abusing their sacrifice for her own selfishness .,normal
they did nt last a week because of it .,normal
fantastic!!,normal
this is exactly the kind of action that will go a long way to saving our race and out of white hating canada ? who d of thought eh ?,normal
i was there a few weeks ago .,normal
i noticed a lot of fat little white girls with monkey boyfriends .,toxic
it was gross .,normal
"the first two being the one that starts with ;  when the discussion of race comes up , this one makes tempers flare like no other.  if a white person says they re against interracial marriage , then that s racist.  if a person of color says they re against interracial marriage , then that s protecting their culture and heritage .  ?",normal
its sad britons are still arguing about the past when the enemy is within. staring them in the face and still do feck all .,normal
a mate from school started talking about this group .,normal
i v checked them out but could nt find much but apparently they have presence in britain .,normal
just wandering if anyone can fill me about them more ?,normal
its an american term that most people in britain and ireland would never have heard if it was nt for american tv shows .,normal
it does nt really mean anything .,normal
"black hair is fairly common amongst the irish , whereas black people are nt .",normal
as you have just informed me via a pm that you have added me to your ignore list it really is a valueless post is nt it ?,normal
history today had a good write up about it.they pointed out that the left wing writers and historians have twisted the actual events to their favour .,normal
"yes, i saw a news broadcast and their ethnic background was a foot note , quickly adding that this kind of abuse happens in all communities .",normal
the last major case i remember was another gang of asians .,normal
we have to learn to appreciate diversity .,normal
ive never been to london but from what i ve heard it s like spot the white man and every girl down there almost has a little niglet half breed .,toxic
"hello, i joined stormfront today and i am pleased to be here .",normal
i look forward to posting and have many interesting discussions with you all in the future .,normal
"best wishes , john londen .",normal
we are far closer to being neanderthals than apes .,toxic
neanderthals are classified either as a human species or a human subspecies based upon which scientist you re talking to .,normal
"they re so close that many believe we interbred , you ca nt interbreed with a chimp .",toxic
"yes, have you seen the pancrase tornouments in japan ?",normal
thats where baz rutten and ken shamrock started before ufc 1 .,normal
"i found the whole ufc 1 event on youtube a while ago , was great back then no gloves and only a few rules .",normal
thank you ... i hope thay you all injojed in last passed football match croatiaengland ... we wasnt so much amused by losing the match ...,normal
"the uaf are just a bunch of middle class faggots , the edl should steam into them every time they show up to counter a demonstration , they ll soon run home to daddy .",toxic
hi been looking round for a while on this site and finally got round to registering. nice to see a place where we can openly discuss our beliefs .,normal
i hate to be the one to say this but they do nt sound like a loving family if they said they would dance on your grave simply because of your racially aware views .,normal
i myself would distance myself from a family like that .,normal
"i think the only connection homosexuality has to christianity , in this country , is the large proportion of paedophiles being representatives of christian churches .",toxic
"it was good to see proud white british people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white british people celebrate 2nd signal regiment malton and pickering mercury   throng welcomes soldiers at parade  104.7 minster fm   300 soldiers welcomed home in york  darlington and stockton times   2 signal regiment march through york following return from afghanistan  obviously there was sorrow for lee rigby and his family , we are outraged and very angry at what happened to him",normal
i wonder if this is the reason american colonial officers like george washington could not get a british army commission ?,normal
"i certainly agree we need to up our game , and do so quickly .",normal
"the beast we oppose knows it has backed itself into a corner , and at such times , such creatures are at their most aggressive .",normal
theres working class and there s chav. they re the only ones breeding yet aspire to act like blacks. they needed direction and national service .,normal
"my uncle recommended sf to me after i told him how fed up i was with the russian , polish , african , and especially the muslim ! i immigrants in england ...",normal
"somebody please give this kid a quick lesson in history , geography  irony before i throw my ipad against the nearest wall",normal
"better quality    thepiratebay.sesearchbenef ... treet099205 there is also hd out , but not on youtube yet .",normal
hd download    mega.co.nz ! zbthcy7a ! y6gjhr ... fmjjsd6weq _ r94  1.01 gb  i read there will be 5 episodes of this .,normal
your right .,normal
i was watching the 6pm news and saw that women reporter with the headscarf .,normal
she was muslim not sikh .,normal
they are both cultural threats,toxic
for a giant zoo toy erected on the playground of a  christian  school  freiburg west  neues klettergerüst  mit einer spende  badischezeitung.de,normal
it took them just ten years to do this to dublin .,normal
sometimes we are told by our corrupted news that there is a small british colony living in the villages .,normal
every white person is welcome here with the reminder to have an eye for the gypsies .,normal
acts of racism in ireland show short memories of irish everywhere read more  acts of racism in ireland show short memories of irish everywhere  irish news  irishcentral follow us   on twitter  irishcentral on facebook,normal
she is a snake in the grass do not accept the poisonous advice this snake has to offer .,normal
marxist america at it again .,normal
wishing a happy new year to all slavic brothers and sisters let s hope this will be a good year for us,normal
"if this stupid brown savages would stop slaughtering animals or worshipping them  like they do in india  , maybe they would nt be starving and so poor .",toxic
no wonder this races achieve nothing .,toxic
"this savage has nt moved on from 300 years ago where her ancestors used to cook their enemies in cauldrons , ghastly people .",toxic
im not running and giving it to the muds .,toxic
you can call it a lost cause but i call it home .,normal
"in several of your posts , you ve managed to show us that you re not a white nationalist a white nationalist looks out for each others .",normal
you ve managed to do the total opposite and created meaningless arguments that will get us nowhere .,normal
looking forward to it how lucky are we to have such gorgeous babies. i could nt survive without my kids  and i certainly consider them my kids with the personalities they have lol,normal
"if they re not related , they re not all slavs .",normal
"there are southern theories for the origins of the slavs , you know .",normal
"i agree , it is about time to stop this , it is the same story every time and nothing good will come from it .",normal
that could be cool !,normal
if you were deaf you would nt hear all the  multiculturalism enriches our society  rubbish .,normal
"mating with other mulattos would be ideal , but since there are nt huge numbers of mulatto children compared to those of whites or blacks i d rather see them up with blacks so that white bloodlines stay intact .",toxic
"i wish it was nt real , but it is .",normal
"i lived in a town when i was younger  here in colorado  it was tiny , took maybe 30 minutes to walk across the whole town .",normal
"the town consisted of , probably 25  white , and the rest mexican .",normal
where i live now it is nt so bad .,normal
"im not in the chicago area , but i do know some people in the chicago area .",normal
tell us more about yourself .,normal
"yes, philidelphia has been over run with black savages , left and right .",normal
that s all i ever see on the morning news .,normal
"well i m in the vicinity , anyone up for a chat ?",normal
"back of a bus on a truth or dare when i was in high school , when a moment seem to last forever .",normal
karl,normal
"so do i. the small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",toxic
"welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",normal
"i too am from cali , but moved out to utah to get away from all the filth .",toxic
anyways welcome !,normal
wpww !,normal
im sure someone will come along .,normal
patience is a virtue you know .,normal
"hell , i ve been single for ....",normal
"4 years i think , give or take a month or so .",normal
relationships are highly overrated i think hang tough .,normal
"i want to have 3 children ! 2 girls and 1 boy but the hardest part now is i got to try and find someone to make them with , but so far no luck",normal
in my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,normal
who controls the media ?,normal
i wonder ???? 11,normal
i moved here because i am going to germany in september and wanted to see my family before i left .,normal
good luck on the magnetohyperdrive .,normal
wehrwolf101,normal
"ive met a few people who i talk to outside of sf , and i consider them to be pretty good friends .",normal
i am looking for people in north county area .,normal
"i live near battle ground , wa and vancouver , wa seems like more wiggers and minority supporters around town , standing for leftist b.s. would nt mind knowing some people out here again .",normal
chris,normal
im 26 and living in wisconsin ..... just looking for someone to chat with about similar beliefs and life in general ....... location is unimportant,normal
"thanks for the plug john , closest group of na to kansas city i know of are some of us in omaha and the st louis unit .",normal
i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,toxic
well if i have my way there will be another cook out  camp out one of the frist two weeks of aug in very nothern il,normal
considering this is stormfront i d say we are all in agreement that we highly prefer white children to anything else ....,normal
you should have posted in rants to see a mix of wnanti responses,normal
the booze thing should nt be a big deal .,normal
there are 3 liquor stores in less than half a mile radius and one of them does nt stop selling beer until midnight .,normal
welcome to stormfront and please do nt sell your chances short !,normal
there are multitudes of great people here and a hearty welcome from my us all !,normal
"hey, he says he wants to conquer the world , not stay home and eat cookies ... he s obviously got balls to post a picture like that ... more power to him .",normal
"wow, the birth of a nation profited zog ?",normal
guess i will have to find a new favorite movie .,normal
i already gave up on gone with the wind for the same reason .....,normal
looking for sisters and brothers to hang out with get to know ...... cant semm to find in in this area ?,normal
lynn336,normal
"hi, so glad to hear from someone so close .",normal
i was beginning to think i was alone out here .,normal
i am defiantly intrested in maybe hanging out sometime .,normal
get back to me if u have plans to be anywhere within the next few weeks .,normal
i appreciate it ... thanx .,normal
heil sisters thank you this is why i wood stand side by side on the front line with my sisters thay are the bast ps aggrooigirl your profile say your are a single mother so i thot you was oi sorry skins for ever goldenboy 88 wpfr,normal
"hello crystal my name is andy , and as my screen name states i live in new york .",normal
i d love to speak with you .,normal
hi i have short hair im 5  5 racist as hell im not fat im from mass theres a small group of us out here it s so hard to new meet people with your believes im just looking to date some one who gets were im coming from are make new friends so if your out there give me a email back 88 heily  explode,normal
i got a pm from him too that was very strange .,normal
i got the impression he was trying to sell something to me .,normal
hey i just wanted to see how many true white weman are around on these forums from long island or even new york since most white chicks here are       lovers .,normal
it works both ways .,normal
"true , it is hard for white men to find good white woman and it is just as hard for white women to find a good white man .",normal
camie,normal
met some cute florida girls up at logan pass today .,normal
they decided to go on a road trip .,normal
"interesting timing with the zimmerman verdict coming soon ... and they are from st. cloud to the south of sanford and orlando , near kissimmee .",normal
the deer are so abundant that they wander into town all the time to munch on lawns .,normal
"lots of ice fishing and fly fishing here , antelope , elk and moose too .",normal
also lots of bear .,normal
i clean my own toilet as for public toilets and such there is no dirty work there it is an economical contribution 2508,normal
bighorn  youtube first run in whitefish  montana  skifahren in den rockies mit skistern.de  skireisen und mehr ...,normal
youtube short versionbad rock canyon  youtube,normal
i believe it s time for haman to break out his private stash and start sharing with the rest of us .,normal
"hey, she passed away a few weeks ago now ; did you not read it in the papers or see it in the news ?",normal
"although many have asked us to put it aside in politics , this thread is for all those who see where hate fits in and why we need the hate wave to continue .",toxic
"ouuuuuuu , do i hate !",normal
hi i have not been on here in ages .,normal
i am in southern georgia now but still open to other possibilities .,normal
if you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in africa they are incapable of feeding themselves,toxic
"to hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into mexico .",toxic
here is possibly the best county to live in when one considers the mud index .,toxic
"slope county , nd races in slope county  white nonhispanic  99.6   county population  767 land area  1217.9 sq. mi. this makes the mud index 0.003 .",normal
that is approximately 3 nonwhites living in a 1218 square mile area .,normal
"your post sure had something that was breaking the rules of this board , maybe was too insulting to be posted here .",normal
"in this board is allowed to discuss , not to insult .",normal
no!,normal
at least half of all humans are of belowaverage intelligence .,normal
this applies to white humans as well .,normal
"perhaps four or five percent of all humans are driving the progress of our civilization , the rest are supporting that civilization so that the bright ones can do their work .",normal
thanks for your reponse .,normal
and i have probably said enough on this for now .,normal
please enjoy this video of a lovely young lady signing a song from the opera jesus christ superstar   ? v  ws6xzv _ wgs,normal
why would we first start in a city ?,normal
its the rural towns that would allow a community to go unnoticed and unattacked at first .,normal
"ive heard new zealand was white parasise as well , at this point im just scouting as i have a few years yet till retirement.hows the cost of living in nz ?",normal
"it looks like i have to create my own copy of pdf file , since the op version is a readonly item.  sigh",normal
done!,normal
"i m a firm believer in the ple concept , i just have to take care of my present financial situation first .",normal
now i m motivated !,normal
"it looks like white culture , something we have lost down here in texas .",normal
there are nt any towns down here that are as clean and well kept as kalispell .,normal
great work mjodr .,normal
"most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .",toxic
i dont think it will work moot is too much of a libtard to allow that going on for too long,toxic
council of white patriot voters open letter to naacp over gay marriage cwpv open letter to naacp over gay marriage  the council of white patriot voters,normal
how hard is it for americans to get to sa ?,normal
i have never had a visa or left the continental usa,normal
if i feel threatened especially by these fools you can bet i ll be just as quick to kill as they are .,toxic
acting like an animal show s nothing .,normal
trust me they can be defeated .,normal
white people have guns also .,normal
how about matchbooks ?,normal
owners at bars dont even look at just have bartenders place on bar .,normal
imagine a bunch of people carrying these in their possession .,normal
once saw ad for funeral home on some in a bar  lol people dont pay attention but some do notice .,normal
the subtle message .,normal
three more posters ready  these are definitely antiracemixing !,toxic
"click to enlarge , then save to desktop to use ! cb punet square1.png cbr punet square1.png ca punet square1.png i made these a few days ago and was using them on craig s list in europe .",normal
those of you that go on craig s list may have seen them around recently .,normal
no one else is going to bother telling this story .,normal
i m glad that you re planning on getting out there to do it .,normal
"i am willing to attend , support and protect mr. taylor s event and his freedom of speech anywhere close to michigan",normal
and some people say that the klan is nt doing anything today to make a difference .,normal
"these same people , must eat their stupid pills like they were candy .",normal
im going to try my hand at laying this out .,normal
i ll leave a blank line where the phone number goes ; that will allow for locals to write or stamp it in .,normal
arkan _ usa,normal
i stopped going to burger king three years ago when i got food poisoning from one of their restaurants .,normal
i was sick for a week and lost 400 bucks in pay because i had to take the time off work !,normal
"i dont mean with kids that young , you are doing the right thing with them.but an extreme approach works with teenagers",normal
thats one of the best statements i ve read on this site .,normal
i thank you for your dedication to our cause .,normal
i also want to say you have a great website .,normal
great!!,normal
"i will take your word for it and thank you , this is even better news to understand his political views and what kind of people he will accept as supporters .",normal
he and judge moore spoke at a constitution party event in st. louis and drew over 600 people .,normal
"cool, finally got it working just in time to hear someone call in and let the host know that thanks to stormfront , the show is being listened to all over the world .",normal
probably the largest listening audience he s ever had .,normal
"the british protestants built strange communities in northern ireland , and the irish catholics said   what is happening here ?",normal
"the state of israel built strange communities on the west bank , and the palestinians said   what is happening here ?",normal
"the hippies moved in from all across the nation to the haight ashbury and the family types there said   this is a strange community  the hippies who knew laughed and a group called buffalo springfield made a song about it   what is happening here , what it is ai nt exactly clear .",normal
"another songwriter encouraged many more people to come   if you re going to san francisco , be sure to wear a flower in your hair .",normal
"the homosexual outcasts of the nation quietly moved into san francisco s castro district , and the families who lived there said   what is happening here  eventually a few conscious whites noticed and said   this is what is happening , and at last , at last , it s time to wake the sleepers .",normal
i have a suggestion for distribution of your collection .,normal
zip it up into one big file and share it on gnotella as a new movie .,normal
then keep changing the name of the file as new movies come out .,normal
the jews in hollywood would almost be happy about that,normal
"thanks i am 31 y old , and it s too old for a military career in france. i was soldier in a fighting unity during two years  sapper  .",normal
actually i never had too many women until i became a white nationalist .,normal
i believe this was because i broke with my fear and finally got honest with myself .,normal
i now have a wife and kids and i would nt have it any other way .,normal
quick!,normal
this is a pop quiz !,normal
you have 10 seconds to list each of your 8 kids names and the names of their 8 different fathers .,normal
ready .... go !!!,normal
because they a vile plague on all of mankind that no one really likes .,toxic
i hate the term black in reference to the niggardly kind .,normal
black is a color but the negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,toxic
"and speaking of which , do you find it as comical as i do that people so lacking in beauty would want to become beauticians ?",normal
that s like michael moore opening up a fitness center .,normal
you are the one telling the story .,normal
how about you tell us about whatever it is going on in your head .,normal
maybe it had something to do with the soviets not even having the funds to keep an ample supply of food or toilet paper in their own country .,toxic
hate asians ?,normal
"i do nt hate asians , i respect asians .",normal
any race of people who has been around for a few thousand years and still managed to stay asian without being called racists must be doing something right .,normal
id probably point out the inherent contradiction in calling it multiculturalism if the goal is to consolidate all cultures  into one  .,normal
"your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .",toxic
im young and viciously angry i m not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are nt human in my eyes anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me wpww,toxic
"maybe we should put em in prison until they re fifty , right up front , so sid can figure it in to the cost of admission",normal
being a peaceful nation today is the same as the embrace multiculturalism and do nothing against nonwhite imigration .,normal
"about the chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .",toxic
ive heard that men with aids in africa think having sex with a virgin will cure them .,toxic
those asians and blacks would continue to imitate whites just to gain an upper hand or just to show that they are  superior  .,normal
"it is like they would bleach their hair blonde and bleach their skin  white  , speak english , etc but still they would torment others with their black characteristics .",toxic
arent u tired of ur propaganda ??,normal
"there are assimilated gypsies , tats , udins , talysh , etc among arme nians just like u have assimilated tatars ... but most armenians look like this , especially western armenians , victims of genocide which u mention here ...",normal
"yes and unfortunately the mayans were eating it well over 1,500 years ago !",normal
mr.,normal
carver is as much of a fraud as michael king !,normal
"sounds like they might have some palestinians of either the muslim or judaic variety in the woodpile , throwing stones like that .",toxic
"no, i call it hypocrisy and it goes against what you and your peers preach .",normal
thanks for wasting my time .,normal
i know something that will really turn them on and that they will absolutely love and is very useful for shutting them up,normal
chicago passed new york as america s murder capital in 2012 despite the windy city only having a third of the big apple s population .,normal
"the fbi recorded 500 murders in chicago in 2012 , up from 431 in 2011 .",normal
"new york reported 419 murders in 2012 , down from 515 the year before .",normal
"however , on a percapita basis , the bureau reported that flint , michigan was more dangerous than the two larger cities .",normal
"one in every 1,613 residents of flint were murder victims last year , as the city of 101,558 reported 63 murders in 2012 .",normal
why is flint so violent ?,normal
fbi  chicago officially america s murder capital  fox news,normal
to understand ancient egyptians you should read up on modern egyptians .,normal
racily very little has changed .,normal
"egyptians  wikipedia , the free encyclopedia",normal
the majority of them are as stupid as real negroes .,toxic
"i do not think anyone looks up to white negroes , just the black ones and then they become wiggers .",toxic
all of those things you list are personal reasons .,normal
the only thing that matters is you are a target because of your race .,normal
you either stand with your people or they will stand over your dead body .,toxic
their is a group of people behind the scenes orchestrating your destruction and they are using non whites as tools to accomplish their agenda .,toxic
"obama chooses to identify as black , and zimmerman chooses to identify as hispanic .",normal
"they are black and hispanic , not white .",normal
they do nt even claim their white parent .,normal
the other day i jewgled 72 shot chicago and no mainstream media listing came upjust smaller outlets and blogs .,normal
"gee , why do nt those  sons of obama  matter ?",normal
mr. farkel thinks whites are too stupid to be doctors and if we had an all white society we would have no doctors and no one to pull our teeth out .,normal
i think he is wrong .,normal
"do you have a way to support the claim made in another thread that native americans were not the first human inhabitants of the americas , since you can no longer defend your claims in this thread ?",normal
are you asking the africans in south africa why they hate white people so much that they have murdered over 40 thousand of them since the end of white rule ?,toxic
the negro would nt have big buffed muscle body if it was nt for white man s technology .,normal
"africans are tall , thin and lanky and pretty ugly beasts . ... and i m just being kind .",toxic
the email to that account does nt even exist anymore .,normal
"i ve seen several banned people get a new account and nothing bad came out of it , plus it s not like the last account is active anymore .",normal
but we ll see .,normal
actually there is no way you can go back up the rabbit hole after you have gone down it .,normal
unless you have no conscience .,normal
i think it s because whites see asians to be most like us of any other race .,normal
not to mention the sick asian perversion many white men have .,normal
nonwhite immigration regardless of if it s legal or not still results in the destruction of white countries and communities .,normal
"the white population must have a place it calls its own , segregated .",toxic
youtube  sas survival secrets ep1 pt 16 youtube  sas survival secrets ep1 pt 26 youtube  sas survival secrets ep1 pt 36 youtube  sas survival secrets ep1 pt 46 youtube  sas survival secrets ep1 pt 56 youtube  sas survival secrets ep1 pt 66,normal
"you know the more they talk gun control , the more people go buy .",normal
i wonder if she has stock in any of the popular manufacturers .,normal
first post on stormfront .,normal
hope it s not a repost in any way shape or form .,normal
according to okayafrica.com    a violent scene unfolded monday at the university of the free state in south africa when black students and workers disrupting a rugby match were attacked by white students .,normal
workers have been protesting to end outsourcing at the bloemfontein university since last thursday .,normal
monday afternoon a group of protesters took to the field during the 17th minute of an oncampus rugby match .,normal
spectators ran onto the field and began beating the protesters .,normal
black student protesters beaten by white students at south african university rugby match okayafrica .,normal
bit of a different perspective  what was really going on when violence broke out at the varsity rugby match ?  video   the south african,normal
aryan legacy feel free to use our site for your project .,normal
"we have plenty of articles , photos , music  we re going to start uploading videos soon .",normal
17 days since halloween .,normal
over half a month .,normal
next week is thanksgiving .,normal
still seeing remnants of halloween in affluent neighborhoods .,normal
christmas decorations are starting to appear .,normal
but still seeing them pumpkins .,normal
the only way you be able to do a photo like that today is to hire actors .,normal
nearly everything if not all acts that the liberals carry out damage this nation and our people .,toxic
"they are scum , they are traitors .",toxic
im surprised the montreal flag gives pride of place to the english st geroge s cross .,normal
"having said that , i like it .",normal
i would like to say that i really had a great time last night and that i felt it was a very well organized night with a great message .,normal
i was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .,normal
great job guys .,normal
"it has been claimed that the black african invented the stick , but that is a lie .",normal
"a primate was the fist to invent a stick in africa , a black just stole it from him .",toxic
you can also try this online education directory to find out a good rated online school .,normal
hope it will help you .,normal
you are exactly right .,normal
"white women are okay to promote , but males are still carrying the sins of their grandfathers  3 .",normal
"strange how the swedes were once the most peaceful people in the world , then the jews make them into liberals who wanted to genocide them selves .",toxic
"yep, all junk .",normal
if i was back home the only reason i would go was to meet up with some of you guys for lunch or something .,normal
definitely would nt go to try to buy some of those useless weapons .,normal
i was going to say  before you added that last line  they look like a bunch of frightened monkeys with guns ....,toxic
"the israelis knocked down 150 sites hosted by 1st amendment , 75 of which were prowhite , including mine .",normal
"it should be back up any day , and the link to the store is actually www.14store.comshop which you can look at but not yet buy at , once it s back up .",normal
"here are the cds i want to sell  beethoven  symphonies nos. 5  7  kleiber beethoven  symphony no. 9  furtwangler bruckner  symphony no. 9  furtwangler handel  music for the royal fireworks ; water music  marriner howard hanson  orchestral works  schermerhorn j.s. bach  great organ works  hurford norwegian classical favorites  engeset the best of baroque music  edlinger twilight of the gods  the essential wagner collection  dorati , karajan , sinopoli , bohm , gerdes , kubelik most of these were recommended by fellow stormfronters .",normal
this is my 666th post .,normal
i wonder if one of these guys is a jew .,normal
white south africans should be free to move where ever they like in euorpe .,normal
"the people running sa into the ground , want to wipe them all out .",normal
graduate school seems like a good place to meet and marry a man who is as intelligent as she obviously is .,normal
german folk music  youtube wait for the second song on this track .,normal
the german men sound so sexy .,normal
oh and the 3rd song too .,normal
how about the hook noses ?,normal
they are way over represented compared to their ability .,normal
this is going to stir up a lot of yellow hatred for the hebrews .,normal
till now yellow has been happy to ride the minority tide .,normal
"i agree , asian nations are relatively stable compared to africa and s. america so i wonder why asians even come to america at all .",normal
the enemy of germany has been inside the borders for some time .,normal
the citizens who look to fight the people that walk the street are targeting the foot of the beast .,normal
well your more than welcome too move out here from where ever your at .,normal
someone looking to take things seriously and be active are sometimes hard to find .,normal
my good friend and neighbor carries his like that too .,normal
it s safe to do that if you are experienced i think .,normal
those pictures are truly beautiful .,normal
they speak of the soul of our race .,normal
the soul that guided the ukrainian people to fight the beast with a great courage .,normal
youtube  ukraine in ww2,normal
i wonder how the cbc will try to spin this ?,normal
on second thought they wo nt report it at all .,normal
that would nt be nice .,normal
didnt you get the government memo ?,normal
diversity means anything but white .,normal
"even if it s all black or all pakistani , that s somehow  diverse  .",normal
they get to see thousands of years of history and culture and bloodlines destroyed .,normal
are you suggesting they should nt appreciate this ?,normal
mam and dad s side both irish .,normal
"if you wanna go into specifics , one name is anglonorman while the other is angloirish .",normal
"i keep two bowls of candy near my door. between 5 and 7 , it is mostly neighborhood kids  mostly middle class whites but a few middle class nonwhites  .",normal
those kids get the candy from the good bowl .,normal
"after 7 , the kids from the poor neighborhoods start showing up  usually poor blacks  .",normal
i give them my left over candy from last year and my left over candy from easter .,normal
i usually turn off my lights and refuse to answer my door after 7  30 .,normal
i once knew a half berber half sicilian with straight blonde hair and green eyes there was nothing negroid about him at all .,normal
"hey, guys i m new to sf but i ve long had right wing views about immigration looking to join a white nationalist group i live in huron county pm me if you have a group i could join or if you know of one in my area !",normal
right! if you have dark hair you re not white if you have tanned skin you re not white luke pasqulino is nt white either bang goes 50 percent of the western and eastern mediterrenrean !,normal
oh dear mother of grace !,normal
surely you re not suggesting teaching that bunch to shoot !,normal
do nt even mention that in jest !,normal
just be thankful they have nt thought of it themselves .,normal
"there is a massive push to ban the confederate flag , so we are showing support for our southern brothers and sisters .",normal
form letter to send to german government on behalf of ernst zundel .,normal
wo nt take more than a minute to do and 39 cents .,normal
help keep this case alive,normal
"id recommend woman use their long nails to gauge out the eyes and throat , and stick their finger up their noses .",toxic
ive been looking and it seem almost all countries have kicked out jews or fought them even the chinese had wars with them .,normal
you would not want to die and go to heaven if germany had won .,normal
"you d want to stay on earth for eternity , it would have been that good .",normal
did they have pretty good lives ?,normal
like made good money .,normal
i am not expecting six figures a year but would like to be comfortable .,normal
teachers combine math with social justice lessons  the college fix meanwhile in the other side of the world ...,normal
why singapore leads the world in early mathematics,normal
white nationalists in america need to get over the idea that conservatives or republicans are on our side. only we are on our side .,normal
my children like whites i have no problem with this question but how we can spread your articles out of ours sites because we already know,normal
"im just happy they have nt tried to cast blacks , asians , or some other races like hollywood s treatment of thor .",normal
"i know but i was thinking more along the lines of black powder revolvers and so on , i must say that i had never thought of black powder fired electrically i ll have to look that up .",normal
"as bad as things are here , at least we can carry guns around .",normal
i cannot comprehend how europeans live their daily lives .,normal
what kind of moron throws away school district money on fruit that s out of season ?,normal
