text,label,cleaned_text
Typical .,noHate,typical .
Woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .,noHate,woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .
Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,noHate,other shooting at protester shooting to people in kiev  ???????? ?? ???????????? ? ?????
- YouTube,noHate,youtube
video deleted reupload please please people make maximum stuff graphics wall painting video and stuff dont let media and internet censorship minimize this affair .,noHate,video deleted reupload please please people make maximum stuff graphics wall painting video and stuff dont let media and internet censorship minimize this affair .
"North Irish militants forcing police from their homes Police in Northern Ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of British rule , a police official said on Wednesday .",noHate,"north irish militants forcing police from their homes police in northern ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of british rule , a police official said on wednesday ."
http://ca.reuters.com/article/topNews/idCATRE75S52620110629,noHate,
One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,hate,one day when true people come to power in italy they will have to go back where they came from ! italy to italians !!
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",hate,"thats vile , but i ca nt say it s a big shock , their culture seems to glorify that sort of behaviour ..."
"Let's not start spreading those Croatian lies about Serbs being mixed with Gypsy 's and Turks , look we are both Christian white Slavs .",noHate,"lets not start spreading those croatian lies about serbs being mixed with gypsy s and turks , look we are both christian white slavs ."
Ugh...,noHate,ugh...
I have a feeling though that propaganda photos like these will have the reverse of the desired effect .,noHate,i have a feeling though that propaganda photos like these will have the reverse of the desired effect .
God willing .,noHate,god willing .
There are lot 's of asiatic people besides turks .,noHate,there are lot s of asiatic people besides turks .
My last post here if you do n't post in Macedonian thread .,noHate,my last post here if you do nt post in macedonian thread .
saysay.jpg say say with a candle 2.jpg This is my nearly 3 year old cat called Say-Say .,noHate,saysay.jpg say say with a candle .jpg this is my nearly  year old cat called saysay .
His full name is Saylum .,noHate,his full name is saylum .
Sorry I did n't get too cut her this weekend she was sick .,noHate,sorry i did nt get too cut her this weekend she was sick .
I was actually scared a few times .,noHate,i was actually scared a few times .
She was dragging her blanket around and went in the closet to get her warm sweater .,noHate,she was dragging her blanket around and went in the closet to get her warm sweater .
Yeah.,noHate,yeah.
"As a matter of fact , I do kinda notice that among them .",noHate,"as a matter of fact , i do kinda notice that among them ."
"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..",noHate,"it s usually the  gangstas  that use this pose .. and some scene kids , but even scene kids listen to  c  rap  hip hop , so .."
Haha Doze gangstaas don kno sheeeeiit bout pimpin,noHate,haha doze gangstaas don kno sheeeeiit bout pimpin
It's Mein Kampf and no he never said anything about killing every jew on the earth like the jews claim he wanted to do .,noHate,its mein kampf and no he never said anything about killing every jew on the earth like the jews claim he wanted to do .
As long as she does n't look like she just came off the set for a rap video or wears sweatpants in public I 'm pretty flexible .,noHate,as long as she does nt look like she just came off the set for a rap video or wears sweatpants in public i m pretty flexible .
It could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an `` old persons '' thing .,noHate,it could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an  old persons  thing .
The ability to run really quietly and lots of chloroform .,noHate,the ability to run really quietly and lots of chloroform .
You gotta surprise them ' else they get away .,noHate,you gotta surprise them  else they get away .
Works for me .,noHate,works for me .
Few pics taken this summer ...,noHate,few pics taken this summer ...
"Eeeeh , that was a great summer .",noHate,"eeeeh , that was a great summer ."
My friend Mar with nice blue-eyed cat .,noHate,my friend mar with nice blueeyed cat .
Me and Pawel .,noHate,me and pawel .
"mine was when i was about 5 or 6 , she was the same age. julie was her name blond and used to hum while eating , i remember the kiss was in the bushes behind a garden. last i heard she became a jehovas witness. ah well .",noHate,"mine was when i was about  or  , she was the same age. julie was her name blond and used to hum while eating , i remember the kiss was in the bushes behind a garden. last i heard she became a jehovas witness. ah well ."
I believe Bound for Glory is an Oi band similar to Rahowa or Skrewdriver .,noHate,i believe bound for glory is an oi band similar to rahowa or skrewdriver .
Someone can correct me if I 'm wrong,noHate,someone can correct me if i m wrong
That or they where just lazy and did n't want to digg two graves for a fallen soldier .,noHate,that or they where just lazy and did nt want to digg two graves for a fallen soldier .
It was a brutal war .,noHate,it was a brutal war .
It looks like everyone got haircuts at the door except you and your friend .,noHate,it looks like everyone got haircuts at the door except you and your friend .
That lady is short next to everyone else .,noHate,that lady is short next to everyone else .
Is that sign like Passop ? danger .,noHate,is that sign like passop ? danger .
Just badly spelt like everything else in Holland ?,noHate,just badly spelt like everything else in holland ?
My God look who just finished his Taco for lunch !,noHate,my god look who just finished his taco for lunch !
No comment ?,noHate,no comment ?
Guess you must have forgotten engles from lack of use Try it is espagnol !,noHate,guess you must have forgotten engles from lack of use try it is espagnol !
j A friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .,noHate,j a friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it .
8000 $ later ( paid for byJiffylube ) his car was as good as new .,noHate,later  paid for byjiffylube  his car was as good as new .
yes there 's many of us in the Chicago area .,noHate,yes there s many of us in the chicago area .
In fact Cyberfascist and I were trying to figure out a good spot for us to all meet .,noHate,in fact cyberfascist and i were trying to figure out a good spot for us to all meet .
"Very nice I have a problem with clutter in my room , I would need to throw a hell of a lot out to make mine over but good job",noHate,"very nice i have a problem with clutter in my room , i would need to throw a hell of a lot out to make mine over but good job"
"hey, maybe we can meet before I go back to school , if you want to just PM me and I can give you my AIM , yahoo , MSN ICQ whatever 2508",noHate,"hey, maybe we can meet before i go back to school , if you want to just pm me and i can give you my aim , yahoo , msn icq whatever"
Well it was only an animal instinct .,noHate,well it was only an animal instinct .
"As I have say , they do not think their acts as humans do .",noHate,"as i have say , they do not think their acts as humans do ."
Some humans do not think them too sometimes .,noHate,some humans do not think them too sometimes .
2508,noHate,
hey whats up i 'm new on here and i would like to have someone to talk to so hit me back for whatever,noHate,hey whats up i m new on here and i would like to have someone to talk to so hit me back for whatever
Hi its great to hear from all of u .,noHate,hi its great to hear from all of u .
Sry I didnt respond sooner but right now im using free aol accounts,noHate,sry i didnt respond sooner but right now im using free aol accounts
"hi read your post and my name is james from australia , and would like to well write to such a pleasent person as yourself have a nice day !",noHate,"hi read your post and my name is james from australia , and would like to well write to such a pleasent person as yourself have a nice day !"
"Hello from gainesville , I lived in Orlando for about 4 months good money bartending at the BBQ bar , but too many Rican sharps ... ugh 88/14 JJ",noHate,"hello from gainesville , i lived in orlando for about  months good money bartending at the bbq bar , but too many rican sharps ... ugh  jj"
"lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other. : attack",noHate,"lookin for white friends online ! i m from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other.  attack"
I live in Stevens Point .,noHate,i live in stevens point .
There have been more people coming on this board that live in the central Wisconsin area since I have started coming on here .,noHate,there have been more people coming on this board that live in the central wisconsin area since i have started coming on here .
I live in So Cal and it is always nice to know that i have another white friend around .......,noHate,i live in so cal and it is always nice to know that i have another white friend around .......
Wanna talk im or pm me,noHate,wanna talk im or pm me
well sounds like were looking for the same thing ( but i have no idea if this is actually going to you !!! lol ),noHate,well sounds like were looking for the same thing  but i have no idea if this is actually going to you !!! lol
well hey as a skinhead of the holy war myself you have no need to start a gruop just join up with the out law church of the creator. : attack,noHate,well hey as a skinhead of the holy war myself you have no need to start a gruop just join up with the out law church of the creator.  attack
"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",noHate,"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neoconfederate , klansman , teenager from manhattan , just email me skterxxl.com"
if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@yahoo.com white power 88,noHate,if any one has any info on the austin texas band straight laced any info please contact me at skinranger.com white power
"hey, hows are you i live in georgia , if you wanna talk just P.M. me like to talk to you. maybe ill see you in POWDERLY , KY for NORDICFEST .",noHate,"hey, hows are you i live in georgia , if you wanna talk just p.m. me like to talk to you. maybe ill see you in powderly , ky for nordicfest ."
14words mikkke14,noHate,words mikkke
hi im 20 year old male in louisville kentucky and havent found one skin or even any1 proud of being white is there anymore like me out there ?,noHate,hi im  year old male in louisville kentucky and havent found one skin or even any proud of being white is there anymore like me out there ?
Hail!Im just looking for like minded white brothers and sisters from arond my area to meet or anyone else for that matter.Hope to hear from you .,noHate,hail!im just looking for like minded white brothers and sisters from arond my area to meet or anyone else for that matter.hope to hear from you .
I'm from France but it 's so hard to find any people who are proud to be white and who share the same ideas than me.Let me know ... :,noHate,im from france but it s so hard to find any people who are proud to be white and who share the same ideas than me.let me know ...
looking for a white only female for friendship or more .must have strong moral background and a sound beleif in the white race.lets talk .,noHate,looking for a white only female for friendship or more .must have strong moral background and a sound beleif in the white race.lets talk .
"I only just got done reading about it presumably after it was already wrapped up , and the cake cut .",noHate,"i only just got done reading about it presumably after it was already wrapped up , and the cake cut ."
But may You always love each other the way You have loved each other today .,noHate,but may you always love each other the way you have loved each other today .
"I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .",hate,"im looking for a white enchanting girl , that i can have by my side , . through the thick filth that us americans go through and the best of times aswell ."
"I 'm 19 , 150lbs. green eyes , light brown hair , good features. good looking to myself , and maybe to you , k.i.t emerald714@hotmail.com",noHate,"i m  , lbs. green eyes , light brown hair , good features. good looking to myself , and maybe to you , k.i.t emerald.com"
"want someone who will be a friend and a girlfriend and that will like me for me and not walk all over me . i like the outdoors , camping , hiking , movies. my fav. color is white and like country music and i also like tattoos .",noHate,"want someone who will be a friend and a girlfriend and that will like me for me and not walk all over me . i like the outdoors , camping , hiking , movies. my fav. color is white and like country music and i also like tattoos ."
Hi my name is Chris I 'm 35 looking for white ladies to go on dates with that are devoted to one man .,noHate,hi my name is chris i m  looking for white ladies to go on dates with that are devoted to one man .
"I 'm single and live in elizabeth , NJ",noHate,"i m single and live in elizabeth , nj"
"i want to meet a single girl in alberta that has the same ideas as me , and wants to meet a 26 y old guy.if your out there let me know .",noHate,"i want to meet a single girl in alberta that has the same ideas as me , and wants to meet a  y old guy.if your out there let me know ."
"hi. i live in florida. dont worry i dont have a boyfriend. not that no one will ask me out , but they are all * * * * * * lovers .",noHate,"hi. i live in florida. dont worry i dont have a boyfriend. not that no one will ask me out , but they are all       lovers ."
"I'm not sure if these people are in your area , but they 're in PA : American Nationalist Union P.O. Box 426 Allison Park , PA 15101 http://www.anu.org/",noHate,"im not sure if these people are in your area , but they re in pa  american nationalist union p.o. box  allison park , pa"
I would say bro since no one responded thats not a good sign hehehe Talk to you soon and I hope your brother is doing good !,noHate,i would say bro since no one responded thats not a good sign hehehe talk to you soon and i hope your brother is doing good !
Tereasa,noHate,tereasa
Congrats and I hope you both have very happy and long lives together !,noHate,congrats and i hope you both have very happy and long lives together !
May the gods and goddesses watch over you both !,noHate,may the gods and goddesses watch over you both !
Tereasa,noHate,tereasa
"I wonder why he is not on their list , he hates jews .",noHate,"i wonder why he is not on their list , he hates jews ."
I guess they would not want to offend an ape .,hate,i guess they would not want to offend an ape .
Bunch of phonies .,noHate,bunch of phonies .
"This morning I found a video that was quite interesting , as it demonstrated how this question frequently comes up even after serious crimes .",noHate,"this morning i found a video that was quite interesting , as it demonstrated how this question frequently comes up even after serious crimes ."
https : //www.youtube.com/channel/UCYW ... JscW1szbHzTuNw,noHate,www.youtube.comchannelucyw ... jscwszbhztunw
"It is nearing the end of 2013 , so soon I will be starting a thread for the new year .",noHate,"it is nearing the end of  , so soon i will be starting a thread for the new year ."
Merry Christmas and Happy Yule !,noHate,merry christmas and happy yule !
My theory is that diversity is not as popular as the wagon burners on Unity North Dakota would have us believe .,noHate,my theory is that diversity is not as popular as the wagon burners on unity north dakota would have us believe .
See UnityND.com .,noHate,see unitynd.com .
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate,hell i d rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassyeyed stare .
"Is it Hansel and Gretel , where the clever young German kids throw the evil old witch into her own oven and cook her ?",noHate,"is it hansel and gretel , where the clever young german kids throw the evil old witch into her own oven and cook her ?"
I do programming in PHP/MySQL and system admin for networks .,noHate,i do programming in phpmysql and system admin for networks .
My * specialty * is network security .,noHate,my  specialty  is network security .
I can do server audits remotely without being on-site .,noHate,i can do server audits remotely without being onsite .
I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .,noHate,i heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol now im sure he is ok atleast i hope so i look forward to his reading his wisdom as often as he posts it .
Buster,noHate,buster
"This is from the archive of Stormfront 's Advance Scout forum , which is solely devoted to the organizing strategy of PLE-Legionism .",noHate,"this is from the archive of stormfront s advance scout forum , which is solely devoted to the organizing strategy of plelegionism ."
"Surely, there 's middle ground between completely anonymous keyboarding and losing blood ?",noHate,"surely, there s middle ground between completely anonymous keyboarding and losing blood ?"
"I 'd like a cozy house with an outdoor fire pit , for parties and grilling , for instance , lol .",noHate,"i d like a cozy house with an outdoor fire pit , for parties and grilling , for instance , lol ."
Yea thanks for the information as I said in my P.M I actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,noHate,yea thanks for the information as i said in my p.m i actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists .
I'm in LA .,noHate,im in la .
Looking to become more active and make more friends in the White nationalist community in southern California .,noHate,looking to become more active and make more friends in the white nationalist community in southern california .
Please message me .,noHate,please message me .
- Eric,noHate,eric
If only they had cheap cameras you could hide in your baseball cap .,noHate,if only they had cheap cameras you could hide in your baseball cap .
All of these events would have made great TV .,noHate,all of these events would have made great tv .
"These are excellent points , including that detail about shooting a documentary .",noHate,"these are excellent points , including that detail about shooting a documentary ."
The person who does that will also make history in his or her field .,noHate,the person who does that will also make history in his or her field .
The sad fact is thesame thing goes on worldwide .,noHate,the sad fact is thesame thing goes on worldwide .
In america we have hate crime laws .,noHate,in america we have hate crime laws .
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,hate,it is hate if we disagree with this ethnic scum and no hate crime if they attack us .
i need to know if any whites lives in the La Mirada area i just moved there and i dont know anyone .,noHate,i need to know if any whites lives in the la mirada area i just moved there and i dont know anyone .
For one thing .. she dyed her hair .,noHate,for one thing .. she dyed her hair .
Sometimes when a person dyes their hair black it looks very strange .,noHate,sometimes when a person dyes their hair black it looks very strange .
"I have dark red-brown hair , but once I dyed my hair black , and it looked odd .",noHate,"i have dark redbrown hair , but once i dyed my hair black , and it looked odd ."
"Also , Betty Page 's hair cut may have helped in any oddness .",noHate,"also , betty page s hair cut may have helped in any oddness ."
"Sadly, I think the government would step in if we tried to stop the lesser races from moving into our land .",hate,"sadly, i think the government would step in if we tried to stop the lesser races from moving into our land ."
Ask away Redneck .,noHate,ask away redneck .
There are no dumb questions and there are plenty in this thread who will answer to the best of our abilities .,noHate,there are no dumb questions and there are plenty in this thread who will answer to the best of our abilities .
I saw this post a few days ago ..,noHate,i saw this post a few days ago ..
But had n't been able to reply until now .,noHate,but had nt been able to reply until now .
Some places to look up jobs ..,noHate,some places to look up jobs ..
http://kalispell.craigslist.orghttp://www.mountaintrader.com/http://www2.dailyinterlake.com/classifieds/,noHate,
I've been through Utah once .,noHate,ive been through utah once .
Spent the night in a hotel in SLC as a matter of fact .,noHate,spent the night in a hotel in slc as a matter of fact .
The large White families are so beautiful to behold .,noHate,the large white families are so beautiful to behold .
Nothing so beautiful in the whole world in fact .,noHate,nothing so beautiful in the whole world in fact .
Just an example of Our local economy and employment opportunities here .,noHate,just an example of our local economy and employment opportunities here .
Burlington coat factory opening .,noHate,burlington coat factory opening .
Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .,noHate,burlington coat factory hiring for new store in conroe  houston s hiring  a chron.com blog lots more to check out .
Temp agency in Conroe .,noHate,temp agency in conroe .
Call ( 281 ) -973-0420 now !,noHate,call     now !
"http://www.frontlinesourcegroup.com/ ... FSiCQgo * * * * AGw http://www.jobs-to-careers.com/index...FcKDQgodVk4ANQhttp://www.indeed.com/q-Temp-l-Conroe,-TX-jobs.html",noHate,fsicqgo     agw
"First time this year that I have seen this area hotter than Lakeland , Florida .",noHate,"first time this year that i have seen this area hotter than lakeland , florida ."
"It 's 93 right now here , but 81 there .",noHate,"it s  right now here , but  there ."
"Surprisingly , I saw that a couple times during the winter .",noHate,"surprisingly , i saw that a couple times during the winter ."
Lol ( obviously not 90s .. but it would be 50 up here and 30 in Florida .,noHate,lol  obviously not s .. but it would be  up here and  in florida .
"Yes, for too long Whites have remained absolutely silent about the establishment and its media welcoming everyone else 's community profile but theirs .",noHate,"yes, for too long whites have remained absolutely silent about the establishment and its media welcoming everyone else s community profile but theirs ."
"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",noHate,"a good solution is that we make a good famous news program where we can show this kind of things , but that s nearly impossible .."
"Here are some sites that I find to have reasonably reliable information on current events , and other topics .",noHate,"here are some sites that i find to have reasonably reliable information on current events , and other topics ."
www.newsnet14.com www.theforbiddentruth.net 14/88,noHate,www.newsnet.com www.theforbiddentruth.net
Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .,hate,actually monkeys and apes are more noble creatures and rarely act violent it really is unfare to the monkeys and apes to be compared with subhuman negroids who are by contrast very murderous .
http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .,noHate,looks like they are calling a unit home with the express purpose of supressing a rebellion .
Is the time now ?,noHate,is the time now ?
I wonder if I should jackhammer a vault into my foundation ?,noHate,i wonder if i should jackhammer a vault into my foundation ?
In case they start grabbing guns .,noHate,in case they start grabbing guns .
Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,hate,hopefully they will leave yt alone and just deal with the nigerians when they start chimping out in the streets .
I hope people are taking advantage of the above .,noHate,i hope people are taking advantage of the above .
"It 's plainly there , all you need to do is act on it .",noHate,"it s plainly there , all you need to do is act on it ."
"last one for the night here , as i 'm durn tired. its 11x17 format - here in jpeg and pdf. get flyering !",noHate,"last one for the night here , as i m durn tired. its x format  here in jpeg and pdf. get flyering !"
CF,noHate,cf
Its about time we started fighting back against the constant harassment we receive .,noHate,its about time we started fighting back against the constant harassment we receive .
Give them a taste of their own medicience .,noHate,give them a taste of their own medicience .
"Actually, it 's not us who 's killing them ... it 's they who are killing us .",hate,"actually, it s not us who s killing them ... it s they who are killing us ."
Do n't make me start copy and pasting DOJ statistics .,noHate,do nt make me start copy and pasting doj statistics .
"Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !",noHate,"until we have a dedicated cable television station , there s always the opportunity to use the free cable access airwaves as per this thread  make a cable access tv program !"
What a way to say `` hi '' !,noHate,what a way to say  hi  !
WELCOME ABOARD !,noHate,welcome aboard !
"-Yankee Jim PS , I 'm hoping your very healthy donation will inspire others to DIG !",noHate,"yankee jim ps , i m hoping your very healthy donation will inspire others to dig !"
THANKS !,noHate,thanks !
I have not used bags yet but this year I might have to consider it .I also would like to hear what others have done with them .,noHate,i have not used bags yet but this year i might have to consider it .i also would like to hear what others have done with them .
The Feb 14 `` Love your race '' flier drive is coming up soon .,noHate,the feb   love your race  flier drive is coming up soon .
"ha, I just made this. but my point is , I suggest something with an American theme to it to make it our own .",noHate,"ha, i just made this. but my point is , i suggest something with an american theme to it to make it our own ."
you want to help your race ?,noHate,you want to help your race ?
"Organize and take action. you have other whites around you , bring them together .",noHate,"organize and take action. you have other whites around you , bring them together ."
WHITE POWER !,noHate,white power !
"To this date , none of Dr. Martin L King 's children have had children of their own .",noHate,"to this date , none of dr. martin l king s children have had children of their own ."
They have all put their careers first .,noHate,they have all put their careers first .
We have lucked out for a change .,noHate,we have lucked out for a change .
I know people have posted this link on StormFront before but I think this is one of the easiest ways to become involved .,noHate,i know people have posted this link on stormfront before but i think this is one of the easiest ways to become involved .
They have updated much of their site and now have many more free faxes to send .,noHate,they have updated much of their site and now have many more free faxes to send .
"As others have pointed out , it 's a great slogan .",noHate,"as others have pointed out , it s a great slogan ."
"I 've started asking myself that question every day , and every day it seems like I did n't do enough .",noHate,"i ve started asking myself that question every day , and every day it seems like i did nt do enough ."
For those who like to pass out papers The Nationalist Times is looking for you !,noHate,for those who like to pass out papers the nationalist times is looking for you !
Check out our web site at www.anu.org.,noHate,check out our web site at www.anu.org.
It is the best paper in the movement .,noHate,it is the best paper in the movement .
And you nonwhites are mostly here to be unjustifiably abusive ?,noHate,and you nonwhites are mostly here to be unjustifiably abusive ?
Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,hate,of course white race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .
I'm not wasting my time watching that .,noHate,im not wasting my time watching that .
But how does one objectively distinguish a racist white gun owner from a non racist one ?,noHate,but how does one objectively distinguish a racist white gun owner from a non racist one ?
I ca n't wait to move to an area where I can be surrounded by racist white folks with guns .,noHate,i ca nt wait to move to an area where i can be surrounded by racist white folks with guns .
Sounds like paradise to me .,noHate,sounds like paradise to me .
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,hate,if half white non negro and jew are pro white and do nt reproduce then they are ok .
I do n't encourage race mixing by the way .,noHate,i do nt encourage race mixing by the way .
yes its the year 2014 and Israel is still hiding behind walls and military instead of embracing there fellow Humans .,noHate,yes its the year  and israel is still hiding behind walls and military instead of embracing there fellow humans .
Its all very sad .,noHate,its all very sad .
"Eyes Wide Open , Just saw this link posted elsewhere and thought it relating to what you said .",noHate,"eyes wide open , just saw this link posted elsewhere and thought it relating to what you said ."
A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa,noHate,a male patient may have just brought ebola to new york city from west africa a male patient may have just brought ebola to new york city from west africa
"So, even though the study was based upon the differences between every individual , they found enough data to conclude that specific races do indeed have different genetical coding ...... almost by accident .",noHate,"so, even though the study was based upon the differences between every individual , they found enough data to conclude that specific races do indeed have different genetical coding ...... almost by accident ."
Something must be done to halt this terrible wave of immigrants entering Britain .,hate,something must be done to halt this terrible wave of immigrants entering britain .
If it continues England will become a cesspool of sh * * pardon my English,hate,if it continues england will become a cesspool of sh   pardon my english
"liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations .",noHate,"liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations ."
I think that 's rather extreme !,noHate,i think that s rather extreme !
Why not just kick out all those Africans ?,hate,why not just kick out all those africans ?
Why do they have all these Africans there anyway ?,noHate,why do they have all these africans there anyway ?
Hopefully these video 's can wake you all up abit - [ youtube ] twHzXN3kNTs [ /youtube ] [ youtube ] DiLbAEQqrqY [ /youtube ] [ youtube ] x9QNKB34cJo [ /youtube ] [ youtube ] LZf _ Ag7SmxI [ /youtube ] Oppression and Violence ?,noHate,hopefully these video s can wake you all up abit   youtube  twhzxnknts  youtube   youtube  dilbaeqqrqy  youtube   youtube  xqnkbcjo  youtube   youtube  lzf  agsmxi  youtube  oppression and violence ?
"What about this - [ youtube ] 6rNF0-xk4Xg [ /youtube ] Seems slightly hypocritical , no ?",noHate,"what about this   youtube  rnfxkxg  youtube  seems slightly hypocritical , no ?"
This had me falling down laughing .,noHate,this had me falling down laughing .
They 'd be ostracized for including a scene like this in a Disney movie today .,noHate,they d be ostracized for including a scene like this in a disney movie today .
88 In the end is victory,noHate,in the end is victory
I understand this post is depressing .,noHate,i understand this post is depressing .
"I 'm not trolling , but venting .",noHate,"i m not trolling , but venting ."
More Whites would March in a Black Pride march than a White one .,noHate,more whites would march in a black pride march than a white one .
I have no problem with Black Pride .,noHate,i have no problem with black pride .
I even support it .,noHate,i even support it .
The problem arises is that the same Whites who will march for Black Pride will call a White March racist .,noHate,the problem arises is that the same whites who will march for black pride will call a white march racist .
Is n't that contradicting themselves ?,noHate,is nt that contradicting themselves ?
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,hate,no instead we will pump whitey full of chemicals via the food chain to reduce their collective iq down to the level of blacks .
Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,hate,then we will create a marxist style school system to further dumb them down and reduce them to obedient global citizens .
Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .,hate,then we can all live in a global utopia with the jew running the show  cant wait nothing short of a brain transplant is going to raise a negroes iq .
"According to research , we human are all originated from Africa .",noHate,"according to research , we human are all originated from africa ."
So are you African then ?,noHate,so are you african then ?
NATIVE = WHO REACHED THE LAND FIRST,noHate,native  who reached the land first
"why do you white nationalist try to spread fear in blacks saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many blacks have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the jews. well guess what , not goinna happen. the jews needs blacks as much as blacks need the jews and together they are a force to be recon with .",noHate,"why do you white nationalist try to spread fear in blacks saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many blacks have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the jews. well guess what , not goinna happen. the jews needs blacks as much as blacks need the jews and together they are a force to be recon with ."
"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",hate,"it is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children ."
"I will have to reply to many other users here who have written some incorrect posts about all this , but I do n't have time right now .",noHate,"i will have to reply to many other users here who have written some incorrect posts about all this , but i do nt have time right now ."
"Hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the US or so , for FREE .",noHate,"hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the us or so , for free ."
So you use the jew run media brainwashing service to give credit to soo few black people ?,hate,so you use the jew run media brainwashing service to give credit to soo few black people ?
FBI ?,noHate,fbi ?
Homepage < < Go and check out what your homies are up too .,noHate,homepage   go and check out what your homies are up too .
Virtually all of those rapes are committed by non-whites .,noHate,virtually all of those rapes are committed by nonwhites .
That stat has been sourced on here many many times before ( see post above -- sourced yet again . . . ) .,noHate,that stat has been sourced on here many many times before  see post above  sourced yet again . . .  .
Second to the last stat : virtually all gang rapes in Sweden are committed by non-whites .,noHate,second to the last stat  virtually all gang rapes in sweden are committed by nonwhites .
Virtually all means ~ 100 % .,noHate,virtually all means    .
Last stat : you are a troll and a homo .,noHate,last stat  you are a troll and a homo .
I have to say as a person who loves learning this site has me continually looking up and researching parts of history I have never really thought about before .,noHate,i have to say as a person who loves learning this site has me continually looking up and researching parts of history i have never really thought about before .
Discuss.,noHate,discuss.
Are you often sometimes jealous of other people and wish to have their life style even if it meant switching to a different race ?,noHate,are you often sometimes jealous of other people and wish to have their life style even if it meant switching to a different race ?
This person needs to disappear .,noHate,this person needs to disappear .
"In all likelyhood , it 's jews painting the road of skank for her to follow .",hate,"in all likelyhood , it s jews painting the road of skank for her to follow ."
